Name,Speech,Lemmas,verse_number,inferred_verse_number
Δηιάνειρα,ποῦ δῆτα νῦν ζῶν ἢ θανὼν ἀγγέλλεται;,πού δῆτα νῦν ζάω εἰμί θνήσκω ἀγγέλλω,,73.0
Ὕλλος,"Εὐβοΐδα χώραν φασίν, Εὐρύτου πόλιν,",Εὐβοικός χώρα φάσις Εὔρυτος πόλις,,74.0
Ὕλλος,ἐπιστρατεύειν αὐτὸν ἢ μέλλειν ἔτι.,ἐπιστρατεύω αὐτός εἰμί μέλλω ἔτι,75,75.0
Δηιάνειρα,"ἆρ᾽ οἶσθα δῆτ᾽, ὦ τέκνον, ὡς ἔλειπέ μοι",ἄρα οἶδα δέομαι εἰμί τέκνον ὅς λείπω ἐγώ,,76.0
Δηιάνειρα,μαντεῖα πιστὰ τῆσδε τῆς χώρας πέρι;,μαντεία πιστόν ὅδε ὁ χώρα περί,,77.0
Ὕλλος,"τὰ ποῖα, μῆτερ; τὸν λόγον γὰρ ἀγνοῶ.",ὁ Ποίας μήτηρ ὁ λόγος γάρ ἀγνοέω,,78.0
Δηιάνειρα,ὡς ἢ τελευτὴν τοῦ βίου μέλλει τελεῖν,ὅς εἰμί τελευτάω ὁ βίος μέλλω τέλλω,,79.0
Δηιάνειρα,ἢ τοῦτον ἄρας ἆθλον εἰς τό γ᾽ ὕστερον,εἰμί οὗτος ἀρά ἆθλον εἶμι ὁ γε ὕστερον,80,80.0
Δηιάνειρα,τὸν λοιπὸν ἤδη βίοτον εὐαίων᾽ ἔχειν.,ὁ λοιπός ἤδη βίοτος εὐαίων ἔχω,,81.0
Δηιάνειρα,"ἐν οὖν ῥοπῇ, τοιᾷδε κειμένῳ, τέκνον,",ἐν οὖν ῥοπή τοιόσδε κεῖμαι τέκνον,,82.0
Δηιάνειρα,"οὐκ εἶ ξυνέρξων, ἡνίκ᾽ ἢ σεσώσμεθα",οὐ εἰ συνέρδω ἑνίζω εἰμί σώζω,,83.0
Δηιάνειρα,ἢ πίπτομεν σοῦ πατρὸς ἐξολωλότος,εἰμί πίπτω σεύω πατήρ ἐξόλλυμι,,84.0
Δηιάνειρα,"κείνου βίον σώσαντος, ἢ οἰχόμεσθ᾽ ἅμα;",ἐκεῖνος βίος σώζω εἰμί οἴχομαι ἅμα,85,85.0
Ὕλλος,"ἀλλ᾽ εἶμι, μῆτερ: εἰ δὲ θεσφάτων ἐγὼ",ἄλλος εἶμι μήτηρ εἰ δέ θέσφατος ἐγώ,,86.0
Ὕλλος,"βάξιν κατῄδη τῶνδε, κἂν πάλαι παρῆ:",βάξις κάτοιδα ὅδε κἀν πάλα πάρειμι,,87.0
Ὕλλος,νῦν δ᾽ ὁ ξυνήθης πότμος οὐκ εἴα πατρὸς,νῦν δέ ὅς ἠθέω πότμος οὐ ἐάω πατήρ,,88.0
Ὕλλος,ἡμᾶς προταρβεῖν οὐδὲ δειμαίνειν ἄγαν.,ἐγώ προταρβέω οὐδέ δειμαίνω ἄγαν,,89.0
Ὕλλος,"νῦν δ᾽ ὡς ξυνίημ᾽, οὐδὲν ἐλλείψω τὸ μὴ οὐ",νῦν δέ ὅς συνίημι οὐδείς ἐλλείπω ὁ μή οὐ,90,90.0
Ὕλλος,πᾶσαν πυθέσθαι τῶνδ᾽ ἀλήθειαν πέρι.,πάσσω πύθω ὅδε ἀλήθεια περί,,91.0
Δηιάνειρα,"χώρει νυν, ὦ παῖ: καὶ γὰρ ὑστέρῳ τό γ᾽ εὖ",χωρέω νῦν εἰμί παῖς καί γάρ ὕστερον ὁ γε εὖ,,92.0
Δηιάνειρα,"πράσσειν, ἐπεὶ πύθοιτο, κέρδος ἐμπολᾷ.",πράσσω ἔπειμι πύθω κέρδος ἐμπολάω,,93.0
Χορός,ὃν αἰόλα νὺξ ἐναριζομένα,ὅς αἰόλος νύξ ἐναρίζω,,94.0
Χορός,"τίκτει κατευνάζει τε, φλογιζόμενον",τίκτω κατευνάζω σύ φλογίζω,95,95.0
Χορός,Ἅλιον Ἅλιον αἰτῶ,Ἅλιος Ἅλιος αἰτέω,,96.0
Χορός,"τοῦτο καρῦξαι, τὸν Ἀλκμήνας πόθι μοι πόθι παῖς",οὗτος καρύσσω ὁ Ἀλκμήνη πόθι ἐγώ πόθι πᾶς,,97.0
Χορός,"ναίει ποτ᾽, ὦ λαμπρᾷ στεροπᾷ φλεγέθων,",ναίω πότε εἰμί λαμπρός στερόπης φλεγέθω,,98.0
Χορός,"ἢ ποντίας αὐλῶνος ἢ δισσαῖσιν ἀπείροις κλιθείς,",εἰμί πόντιος αὐλών εἰμί δισσός ἄπειρος κλίνω,100,100.0
Χορός,"εἴπ᾽, ὦ κρατιστεύων κατ᾽ ὄμμα.",εἶπον εἰμί κρατιστεύω κάτος ὄμμα,,101.0
Χορός,ποθουμένᾳ γὰρ φρενὶ πυνθάνομαι,ποθέω γάρ φρήν πυνθάνομαι,,102.0
Χορός,"τὰν ἀμφινεικῆ Δηιάνειραν ἀεί,",ὁ ἀμφινεικής Δηιάνειρα ἀεί,,103.0
Χορός,"οἷά τιν᾽ ἄθλιον ὄρνιν,",οἷος τίνω ἄθλιος ὄρνις,105,105.0
Χορός,"οὔποτ᾽ εὐνάζειν ἀδακρύτων βλεφάρων πόθον, ἀλλ᾽",οὔποτε εὐνάζω ἀδάκρυτος βλέφαρον πόθος ἄλλος,,106.0
Χορός,εὔμναστον ἀνδρὸς δεῖμα τρέφουσαν ὁδοῦ,εὔμνηστος ἀνήρ δέμω τρέφω ὁδάω,,107.0
Χορός,"ἐνθυμίοις εὐναῖς ἀνανδρώτοισι τρύχεσθαι, κακὰν",ἐνθύμιος εὐνάω ἀνάνδρωτος τρύχω κάκη,110,110.0
