Name,Speech,Lemmas,verse_number,inferred_verse_number
Ἰσμήνη,εἰ καὶ δυνήσει γ᾽:  ἀλλ᾽ ἀμηχάνων ἐρᾷς.,εἰ καί δύναμαι γε ἄλλος ἀμήχανος ἔρα,90,90.0
Ἀντιγόνη,"οὐκοῦν,   ὅταν δὴ μὴ σθένω, πεπαύσομαι.",οὔκουν ὅταν Δεύς μή σθένω παύω,,91.0
Ἰσμήνη,ἀρχὴν δὲ θηρᾶν οὐ πρέπει τἀμήχανα.,ἄρχω δέ Θήρα οὐ πρέπω ἀμήχανος,,92.0
Ἀντιγόνη,"εἰ ταῦτα λέξεις, ἐχθαρεῖ μὲν ἐξ ἐμοῦ,",εἰ οὗτος λέξις ἐχθαίρω μέν ἐξ ἐγώ,,93.0
Ἀντιγόνη,ἐχθρὰ δὲ τῷ θανόντι προσκείσει δίκῃ.,ἔχθρα δέ ὁ θνήσκω πρόσκειμαι δίκη,,94.0
Ἀντιγόνη,ἀλλ᾽ ἔα με καὶ τὴν ἐξ ἐμοῦ δυσβουλίαν,ἄλλος ἔα ἐγώ καί ὁ ἐξ ἐγώ δυσβουλία,95,95.0
Ἀντιγόνη,παθεῖν τὸ δεινὸν τοῦτο:  πείσομαι γὰρ οὐ,πάσχω ὁ δεῖνος οὗτος πάσχω γάρ οὐ,,96.0
Ἀντιγόνη,τοσοῦτον οὐδὲν ὥστε μὴ οὐ καλῶς θανεῖν.,τοσοῦτος οὐδείς ὥστε μή οὐ κάλως θνήσκω,,97.0
Ἰσμήνη,"ἀλλ᾽ εἰ δοκεῖ σοι, στεῖχε:  τοῦτο δ᾽ ἴσθ᾽ ὅτι",ἄλλος εἰ δοκέω σός στείχω οὗτος δέ εἰμί ὅστις,,98.0
Ἰσμήνη,"ἄνους μὲν ἔρχει, τοῖς φίλοις δ᾽ ὀρθῶς φίλη.",ἄνοος μέν ἔρχομαι ὁ φίλος δέ ὀρθός φίλος,,99.0
Χορός,"ἀκτὶς ἀελίου, τὸ κάλλιστον ἑπταπύλῳ φανὲν",ἀκτίς ἀέλιος ὁ καλός ἑπτάπυλος φαίνω,100,100.0
Χορός,"Θήβᾳ τῶν προτέρων φάος,",Θήβη ὁ πρότερος φάος,,101.0
Χορός,"ἐφάνθης ποτ᾽, ὦ χρυσέας",φαίνω πότε εἰμί χρύσεος,,102.0
Χορός,"ἁμέρας βλέφαρον,",ἥμερος βλέφαρον,,103.0
Χορός,"Διρκαίων ὑπὲρ ῥεέθρων μολοῦσα,",Διρκαῖος ὑπέρ ῥεῖθρον βλώσκω,105,105.0
Χορός,τὸν λεύκασπιν Ἀργόθεν ἐκβάντα φῶτα πανσαγίᾳ,ὁ λεύκασπις Ἀργόθεν ἐκβάζω φάος πανσαγία,,106.0
Χορός,φυγάδα πρόδρομον ὀξυτέρῳ κινήσασα χαλινῷ:,φυγάς πρόδρομος ὀξύς κινέω χαλινός,,107.0
Χορός,ὃς ἐφ᾽ ἡμετέρᾳ γᾷ Πολυνείκους,ὅς ἐπί ἡμέτερος γῆ Πολυνείκης,110,110.0
Χορός,ἀρθεὶς νεικέων ἐξ ἀμφιλόγων,ἀραρίσκω νείκη ἐξ ἀμφίλογος,,111.0
Χορός,ὀξέα κλάζων,ὄξος κλάζω,,112.0
Χορός,"ἀετὸς εἰς γᾶν ὣς ὑπερέπτα,",ἀετός εἶμι γῆ ὅς ὑπερπέτομαι,,113.0
Χορός,"λευκῆς χιόνος πτέρυγι στεγανός,",λεύκη χιών πτέρυξ στεγανός,,114.0
Χορός,πολλῶν μεθ᾽ ὅπλων,πολύς μέθη ὅπλον,115,115.0
Χορός,ξύν θ᾽ ἱπποκόμοις κορύθεσσιν.,σύν σύ ἱππόκομος κόρυς,,116.0
Χορός,ξύν θ᾽ ἱπποκόμοις κορύθεσσιν.,σύν σύ ἱππόκομος κόρυς,,117.0
Χορός,στὰς δ᾽ ὑπὲρ μελάθρων φονώσαισιν ἀμφιχανὼν κύκλῳ,ἵστημι δέ ὑπέρ μέλαθρον φονάω ἀμφιχάσκω κύκλος,,118.0
Χορός,λόγχαις ἑπτάπυλον στόμα,λόγχη ἑπτάπυλος στόμα,,119.0
Χορός,"ἔβα, πρίν ποθ᾽ ἁμετέρων",βαίνω πρίν πόθι ἡμέτερος,,120.0
Χορός,αἱμάτων γένυσιν πλησθῆναί τε καὶ στεφάνωμα πύργων,αἷμα γένυς πίμπλημι σύ καί στεφάνωμα πύργος,120,120.5
