Name,Speech,verse_number,inferred_verse_number,lemmata
Ἠλέκτρα,"κἀμοῦ ταλαίνης, σμικρὰ μὲν τάδ᾽, ἀλλ᾽ ὅμως",450.0,450.0,ἐγώ τάλας σμικρός μέν τάδ ἀλλ ὅμως
Ἠλέκτρα,"ἅχω, δὸς αὐτῷ, τήνδ᾽ ἀλιπαρῆ τρίχα",,451.0,ἔχω δίδωμι αὐτός τήνδ ἀλιπαρής τρίχα
Ἠλέκτρα,καὶ ζῶμα τοὐμὸν οὐ χλιδαῖς ἠσκημένον.,,452.0,καί ζῶμα ἐμός οὐ χλιδή ἀσκέω
Ἠλέκτρα,αἰτοῦ δὲ προσπίτνουσα γῆθεν εὐμενῆ,,453.0,αἰτέω δέ προσπίπτω γῆθεν εὐμενής
Ἠλέκτρα,"ἡμῖν ἀρωγὸν αὐτὸν εἰς ἐχθροὺς μολεῖν,",,454.0,ἐγώ ἀρωγός αὐτός εἰς ἐχθρός βλώσκω
Ἠλέκτρα,καὶ παῖδ᾽ Ὀρέστην ἐξ ὑπερτέρας χερὸς,455.0,455.0,καί παῖδ Ὀρέστης ἐκ ὑπέρ χείρ
Ἠλέκτρα,"ἐχθροῖσιν αὐτοῦ ζῶντ᾽ ἐπεμβῆναι ποδί,",,456.0,ἐχθρός αὐτός ζῶντ ἐπεμβαίνω πούς
Ἠλέκτρα,ὅπως τὸ λοιπὸν αὐτὸν ἀφνεωτέραις,,457.0,ὅπως ὁ λοιπός αὐτός ἀφνειός
Ἠλέκτρα,χερσὶν στέφωμεν ἢ τανῦν δωρούμεθα.,,458.0,χείρ στέφω ἤ τανῦν δωρέω
Ἠλέκτρα,"οἶμαι μὲν οὖν, οἶμαί τι κἀκείνῳ μέλον",,459.0,οἴομαι μέν οὖν οἴομαι τις ἐκεῖνος μέλω
Ἠλέκτρα,πέμψαι τάδ᾽ αὐτῇ δυσπρόσοπτ᾽ ὀνείρατα:,460.0,460.0,πέμπω τάδ αὐτός δυσπρόσοπτ ὄνειρος
Ἠλέκτρα,"ὅμως δ᾽, ἀδελφή, σοί θ᾽ ὑπούργησον τάδε",,461.0,ὅμως δ ἀδελφή σύ θ ὑπουργέω ὅδε
Ἠλέκτρα,ἐμοί τ᾽ ἀρωγὰ τῷ τε φιλτάτῳ βροτῶν,,462.0,ἐγώ τ ἀρωγός ὁ τε φίλτατος βροτός
Ἠλέκτρα,"πάντων, ἐν Ἅιδου κειμένῳ κοινῷ πατρί.",,463.0,πᾶς ἐν ᾍδης κεῖμαι κοινός πατήρ
Χορός,"πρὸς εὐσέβειαν ἡ κόρη λέγει: σὺ δέ,",,464.0,πρός εὐσέβεια ὁ κόρη λέγω σύ δέ
Χορός,"εἰ σωφρονήσεις, ὦ φίλη, δράσεις τάδε.",465.0,465.0,εἰ σωφρονέω ὦ φίλος δράω ὅδε
Χρυσόθεμις,δράσω: τὸ γὰρ δίκαιον οὐχ ἔχει λόγον,,466.0,δράω ὁ γάρ δίκαιος οὐ ἔχω λόγος
Χρυσόθεμις,"δυοῖν ἐρίζειν, ἀλλ᾽ ἐπισπεύδειν τὸ δρᾶν.",,467.0,δύο ἐρίζω ἀλλ ἐπισπεύδω ὁ δράω
Χρυσόθεμις,πειρωμένῃ δὲ τῶνδε τῶν ἔργων ἐμοὶ,,468.0,πειράω δέ ὅδε ὁ ἔργον ἐγώ
Χρυσόθεμις,"σιγὴ παρ᾽ ὑμῶν, πρὸς θεῶν, ἔστω, φίλαι:",,469.0,σιγή παρ σύ πρός θεός εἰμί φίλος
Χρυσόθεμις,"ὡς εἰ τάδ᾽ ἡ τεκοῦσα πεύσεται, πικρὰν",470.0,470.0,ὡς εἰ τάδ ὁ τίκτω πυνθάνομαι πικρός
Χρυσόθεμις,δοκῶ με πεῖραν τήνδε τολμήσειν ἔτι.,,471.0,δοκέω ἐγώ πεῖρα ὅδε τολμάω ἔτι
Χορός,εἰ μὴ 'γὼ παράφρων μάντις ἔφυν καὶ γνώμας,,472.0,εἰ μή ἐγώ παράφρων μάντις φύω καί γνώμη
Χορός,"λειπομένα σοφᾶς,",,473.0,λείπω σοφός
Χορός,εἶσιν ἁ πρόμαντις,,474.0,εἶμι ὁ πρόμαντις
Χορός,Δίκα δίκαια φερομένα χεροῖν κράτη:,475.0,475.0,δίκη δίκαιος φέρω χείρ κράτος
Χορός,"μέτεισιν, ὦ τέκνον, οὐ μακροῦ χρόνου.",,476.0,μέτειμι ὦ τέκνον οὐ μακρός χρόνος
Χορός,"ὕπεστί μοι θάρσος,",,477.0,ὕπειμι ἐγώ θάρσος
Χορός,ἁδυπνόων κλύουσαν,480.0,480.0,ἡδύπνοος κλύω
Χορός,ἀρτίως ὀνειράτων.,,481.0,ἄρτιος ὄνειρος
Χορός,"οὐ γάρ ποτ᾽ ἀμναστεῖ γ᾽ ὁ φύσας σ᾽ Ἑλλάνων ἄναξ,",,482.0,οὐ γάρ ποτ ἀμνηστέω γε ὁ φῦσα σ Ἕλλην ἄναξ
Χορός,"οὐδ᾽ ἁ παλαιὰ χαλκόπλακτος ἀμφάκης γένυς,",485.0,485.0,οὐδ ὁ παλαιός χαλκόπληκτος ἀμφήκης γένυς
Χορός,ἅ νιν κατέπεφνεν αἰσχίσταις ἐν αἰκίαις.,,486.0,ὅς νιν κατέπεφνον αἰσχρός ἐν αἰκία
Χορός,ἥξει καὶ πολύπους καὶ πολύχειρ ἁ δεινοῖς,,487.0,ἥκω καί πολύπους καί πολύχειρ ὁ δεινός
Χορός,κρυπτομένα λόχοις,490.0,490.0,κρύπτω λόχος
Χορός,χαλκόπους Ἐρινύς.,,491.0,χαλκόπους Ἐρινύς
Χορός,ἄλεκτρ᾽ ἄνυμφα γὰρ ἐπέβα μιαιφόνων,,492.0,ἄλεκτρ ἄνυμφος γάρ ἐπιβαίνω μιαίφονος
Χορός,γάμων ἁμιλλήμαθ᾽ οἷσιν οὐ θέμις.,,493.0,γάμος ἁμιλλήμαθ ὅς οὐ θέμις
Χορός,πρὸ τῶνδέ τοί μ᾽ ἔχει,495.0,495.0,πρό ὅδε ὁ μ ἔχω
Χορός,μή ποτε μή ποθ᾽ ἡμῖν,,496.0,μή ποτέ μή ποθ ἐγώ
Χορός,ἀψεγὲς πελᾶν τέρας,,497.0,ἀψεγής πελάζω τέρας
Χορός,τοῖς δρῶσι καὶ συνδρῶσιν.  ἤ τοι μαντεῖαι βροτῶν,500.0,500.0,ὁ δράω καί συνδράω  ἤ σύ μαντεία βροτός
Χορός,"οὐκ εἰσὶν ἐν δεινοῖς ὀνείροις οὐδ᾽ ἐν θεσφάτοις,",,501.0,οὐ εἰμί ἐν δεινός ὄνειρος οὐδ ἐν θέσφατος
Χορός,εἰ μὴ τόδε φάσμα νυκτὸς εὖ κατασχήσει.,,502.0,εἰ μή ὅδε φάσμα νύξ εὖ κατέχω
Χορός,ὦ Πέλοπος ἁ πρόσθεν,,503.0,ὦ Πέλοψ ὁ πρόσθεν
Χορός,"πολύπονος ἱππεία,",505.0,505.0,πολύπονος ἵππειος
Χορός,ὡς ἔμολες αἰανὴς,,506.0,ὡς βλώσκω αἰανής
Χορός,τᾷδε γᾷ.,,507.0,ὅδε γῆ
Χορός,εὖτε γὰρ ὁ ποντισθεὶς,,508.0,εὖτε γάρ ὁ ποντίζω
Χορός,"Μυρτίλος ἐκοιμάθη,",,509.0,Μυρτίλος κοιμάω
Χορός,παγχρύσων δίφρων,510.0,510.0,πάγχρυσος δίφρος
Χορός,δυστάνοις αἰκίαις,,511.0,δύστηνος αἰκία
Χορός,"πρόρριζος ἐκριφθείς,",,512.0,πρόρριζος ἐκρίπτω
Χορός,οὔ τί πω,,513.0,οὐ τίς πω
Χορός,ἔλειπεν ἐκ τοῦδ᾽ οἴκου,,514.0,λείπω ἐκ τοῦδ οἶκος
Χορός,πολύπονος αἰκία.,515.0,515.0,πολύπονος αἰκία
Κλυταιμνήστρα,"ἀνειμένη μέν, ὡς ἔοικας, αὖ στρέφει:",,516.0,ἀνίημι μέν ὡς ἔοικα αὖ στρέφω
Κλυταιμνήστρα,"οὐ γὰρ πάρεστ᾽ Αἴγισθος, ὅς σ᾽ ἐπεῖχ᾽ ἀεὶ",,517.0,οὐ γάρ πάρεστ Αἴγισθος ὅς σ ἐπεῖχ ἀεί
Κλυταιμνήστρα,μή τοι θυραίαν γ᾽ οὖσαν αἰσχύνειν φίλους:,,518.0,μή σύ θυραῖος γε εἰμί αἰσχύνω φίλος
Κλυταιμνήστρα,"νῦν δ᾽ ὡς ἄπεστ᾽ ἐκεῖνος, οὐδὲν ἐντρέπει",,519.0,νῦν δ ὡς ἄπεστ ἐκεῖνος οὐδείς ἐντρέπω
Κλυταιμνήστρα,ἐμοῦ γε: καίτοι πολλὰ πρὸς πολλούς με δὴ,520.0,520.0,ἐγώ γε καίτοι πολύς πρός πολύς ἐγώ δή
Κλυταιμνήστρα,ἐξεῖπας ὡς θρασεῖα καὶ πέρα δίκης,,521.0,ἐξεῖπον ὡς θρασύς καί πέρα δίκη
Κλυταιμνήστρα,"ἄρχω, καθυβρίζουσα καὶ σὲ καὶ τὰ σά:",,522.0,ἄρχω καθυβρίζω καί σύ καί ὁ σός
Κλυταιμνήστρα,"ἐγὼ δ᾽ ὕβριν μὲν οὐκ ἔχω, κακῶς δέ σε",,523.0,ἐγώ δ ὕβρις μέν οὐ ἔχω κακός δέ σύ
Κλυταιμνήστρα,λέγω κακῶς κλύουσα πρὸς σέθεν θαμά.,,524.0,λέγω κακός κλύω πρός σύ θαμά
Κλυταιμνήστρα,"πατὴρ γάρ, οὐδὲν ἄλλο, σοὶ πρόσχημ᾽ ἀεὶ",525.0,525.0,πατήρ γάρ οὐδείς ἄλλος σύ πρόσχημ ἀεί
Κλυταιμνήστρα,ὡς ἐξ ἐμοῦ τέθνηκεν.  ἐξ ἐμοῦ: καλῶς,,526.0,ὡς ἐκ ἐγώ θνήσκω  ἐκ ἐγώ καλός
Κλυταιμνήστρα,ἔξοιδα: τῶνδ᾽ ἄρνησις οὐκ ἔνεστί μοι:,,527.0,ἔξοιδα τῶνδ ἄρνησις οὐ ἔνειμι ἐγώ
Κλυταιμνήστρα,"ἡ γὰρ Δίκη νιν εἷλεν, οὐκ ἐγὼ μόνη,",,528.0,ὁ γάρ δίκη νιν αἱρέω οὐ ἐγώ μόνος
Κλυταιμνήστρα,"ᾗ χρῆν σ᾽ ἀρήγειν, εἰ φρονοῦσ᾽ ἐτύγχανες:",,529.0,ἵημι χρή σ ἀρήγω εἰ φρονοῦσ τυγχάνω
Κλυταιμνήστρα,"ἐπεὶ πατὴρ σὸς οὗτος, ὃν θρηνεῖς ἀεί,",530.0,530.0,ἐπεί πατήρ σός οὗτος ὅς θρηνέω ἀεί
Κλυταιμνήστρα,τὴν σὴν ὅμαιμον μοῦνος Ἑλλήνων ἔτλη,,531.0,ὁ σός ὅμαιμος μόνος Ἕλλην τλάω
Κλυταιμνήστρα,"θῦσαι θεοῖσιν, οὐκ ἴσον καμὼν ἐμοὶ",,532.0,θύω θεός οὐ ἴσος κάμνω ἐγώ
Κλυταιμνήστρα,"λύπης, ὅς ἔσπειρ᾽, ὥσπερ ἡ τίκτουσ᾽ ἐγώ.",,533.0,λύπη ὅς ἔσπειρ ὥσπερ ὁ τίκτουσ ἐγώ
Κλυταιμνήστρα,"εἶεν, δίδαξον δή με τοῦ χάριν, τίνων",,534.0,εἰμί διδάσκω δή ἐγώ ὁ χάρις τίς
Κλυταιμνήστρα,ἔθυσεν αὐτήν: πότερον Ἀργείων ἐρεῖς;,535.0,535.0,θύω αὐτός πότερος Ἀργεῖος ἐρῶ
Κλυταιμνήστρα,ἀλλ᾽ οὐ μετῆν αὐτοῖσι τήν γ᾽ ἐμὴν κτανεῖν.,,536.0,ἀλλ οὐ μέτειμι1 αὐτός ὁ γε ἐμός κτείνω
Κλυταιμνήστρα,ἀλλ᾽ ἀντ᾽ ἀδελφοῦ δῆτα Μενέλεω κτανὼν,,537.0,ἀλλ ἀντί ἀδελφός δῆτα Μενέλαος κτείνω
Κλυταιμνήστρα,"τἄμ᾽, οὐκ ἔμελλε τῶνδέ μοι δώσειν δίκην;",,538.0,τἄμ οὐ μέλλω ὅδε ἐγώ δίδωμι δίκη
Κλυταιμνήστρα,"πότερον ἐκείνῳ παῖδες οὐκ ἦσαν διπλοῖ,",,539.0,πότερος ἐκεῖνος παῖς οὐ εἰμί διπλόος
Κλυταιμνήστρα,"οὓς τῆσδε μᾶλλον εἰκὸς ἦν θνῄσκειν, πατρὸς",540.0,540.0,ὅς ὅδε μᾶλλον ἔοικα εἰμί θνήσκω πατήρ
Κλυταιμνήστρα,"καὶ μητρὸς ὄντας, ἧς ὁ πλοῦς ὅδ᾽ ἦν χάριν;",,541.0,καί μήτηρ εἰμί ὅς ὁ πλόος ὅδ εἰμί χάρις
Κλυταιμνήστρα,ἢ τῶν ἐμῶν Ἅιδης τιν᾽ ἵμερον τέκνων,,542.0,ἤ ὁ ἐμός ᾍδης τιν ἵμερος τέκνον
Κλυταιμνήστρα,ἢ τῶν ἐκείνης ἔσχε δαίσασθαι πλέον;,,543.0,ἤ ὁ ἐκεῖνος ἔχω δαίνυμι πλείων
Κλυταιμνήστρα,ἢ τῷ πανώλει πατρὶ τῶν μὲν ἐξ ἐμοῦ,,544.0,ἤ ὁ πανώλης πατήρ ὁ μέν ἐκ ἐγώ
Κλυταιμνήστρα,"παίδων πόθος παρεῖτο, Μενέλεω δ᾽ ἐνῆν;",545.0,545.0,παῖς πόθος παρίημι Μενέλαος δ ἐν-εἰμί
Κλυταιμνήστρα,οὐ ταῦτ᾽ ἀβούλου καὶ κακοῦ γνώμην πατρός;,,546.0,οὐ ταῦτ ἄβουλος καί κακός γνώμη πατήρ
Κλυταιμνήστρα,"δοκῶ μέν, εἰ καὶ σῆς δίχα γνώμης λέγω:",,547.0,δοκέω μέν εἰ καί σός δίχα γνώμη λέγω
Κλυταιμνήστρα,"φαίη δ᾽ ἂν ἡ θανοῦσά γ᾽, εἰ φωνὴν λάβοι.",,548.0,φημί δ ἄν ὁ θνήσκω γε εἰ φωνή λαμβάνω
Κλυταιμνήστρα,ἐγὼ μὲν οὖν οὐκ εἰμὶ τοῖς πεπραγμένοις,,549.0,ἐγώ μέν οὖν οὐ εἰμί ὁ πράσσω
Κλυταιμνήστρα,"δύσθυμος: εἰ δὲ σοὶ δοκῶ φρονεῖν κακῶς,",550.0,550.0,δύσθυμος εἰ δέ σύ δοκέω φρονέω κακός
Κλυταιμνήστρα,γνώμην δικαίαν σχοῦσα τοὺς πέλας ψέγε.,,551.0,γνώμη δίκαιος ἔχω ὁ πέλας ψέγω
Ἠλέκτρα,ἐρεῖς μὲν οὐχὶ νῦν γέ μ᾽ ὡς ἄρξασά τι,,552.0,ἐρῶ μέν οὐ νῦν γε μ ὡς ἄρχω τις
Ἠλέκτρα,λυπηρὸν εἶτα σοῦ τάδ᾽ ἐξήκουσ᾽ ὕπο:,,553.0,λυπηρός εἶτα σύ τάδ ἐξήκουσ ὑπό
Ἠλέκτρα,"ἀλλ᾽ ἢν ἐφῇς μοι, τοῦ τεθνηκότος θ᾽ ὕπερ",,554.0,ἀλλ ἐάν ἐφίημι ἐγώ ὁ θνήσκω θ ὑπέρ
Ἠλέκτρα,λέξαιμ᾽ ἂν ὀρθῶς τῆς κασιγνήτης θ᾽ ὁμοῦ.,555.0,555.0,λέξαιμ ἄν ὀρθός ὁ κασιγνήτη θ ὁμοῦ
Κλυταιμνήστρα,καὶ μὴν ἐφίημ᾽: εἰ δέ μ᾽ ὧδ᾽ ἀεὶ λόγους,,556.0,καί μήν ἐφίημ εἰ δέ μ ὧδ ἀεί λόγος
Κλυταιμνήστρα,"ἐξῆρχες, οὐκ ἂν ἦσθα λυπηρὰ κλύειν.",,557.0,ἐξάρχω οὐ ἄν εἰμί λυπηρὰ κλύω
Ἠλέκτρα,καὶ δὴ λέγω σοι.  πατέρα φὴς κτεῖναι.  τίς ἂν,,558.0,καί δή λέγω σύ  πατήρ φημί κτείνω  τις ἄν
Ἠλέκτρα,"τούτου λόγος γένοιτ᾽ ἂν αἰσχίων ἔτι,",,559.0,οὗτος λόγος γένοιτ ἄν αἰσχρός ἔτι
Ἠλέκτρα,εἴτ᾽ οὖν δικαίως εἴτε μή; λέξω δέ σοι,560.0,560.0,εἴτ οὖν δίκαιος εἴτε μή λέγω δέ σύ
Ἠλέκτρα,"ὡς οὐ δίκῃ γ᾽ ἔκτεινας, ἀλλά σ᾽ ἔσπασεν",,561.0,ὡς οὐ δίκη γε κτείνω ἀλλά σ σπάω
Ἠλέκτρα,"πειθὼ κακοῦ πρὸς ἀνδρός, ᾧ τανῦν ξύνει.",,562.0,πειθώ κακός πρός ἀνήρ ὅς τανῦν σύνειμι
Ἠλέκτρα,"ἐροῦ δὲ τὴν κυναγὸν Ἄρτεμιν, τίνος",,563.0,ἔρομαι δέ ὁ κυναγός Ἄρτεμις τίς
Ἠλέκτρα,ποινὰς τὰ πολλὰ πνεύματ᾽ ἔσχ᾽ ἐν Αὐλίδι:,,564.0,ποινή ὁ πολύς πνεύματ εἰμί ἐν Αὐλίς
Ἠλέκτρα,ἢ 'γὼ φράσω: κείνης γὰρ οὐ θέμις μαθεῖν.,565.0,565.0,ἤ ἐγώ φράζω ἐκεῖνος γάρ οὐ θέμις μανθάνω
Ἠλέκτρα,"πατήρ ποθ᾽ οὑμός, ὡς ἐγὼ κλύω, θεᾶς",,566.0,πατήρ ποθ ἐμός ὡς ἐγώ κλύω θεά
Ἠλέκτρα,παίζων κατ᾽ ἄλσος ἐξεκίνησεν ποδοῖν,,567.0,παίζω κατά ἄλσος ἐκκινέω πούς
Ἠλέκτρα,"στικτὸν κεράστην ἔλαφον, οὗ κατὰ σφαγὰς",,568.0,στικτός κεράστης ἔλαφος ἵημι κατά σφαγή
Ἠλέκτρα,ἐκκομπάσας ἔπος τι τυγχάνει βαλών.,,569.0,ἐκκομπάζω ἔπος τις τυγχάνω βάλλω
Ἠλέκτρα,κἀκ τοῦδε μηνίσασα Λητῴα κόρη,570.0,570.0,ἐκ ὅδε μηνίω Λητῷος κόρη
Ἠλέκτρα,"κατεῖχ᾽ Ἀχαιούς, ὡς πατὴρ ἀντίσταθμον",,571.0,κατεῖχ Ἀχαιός ὡς πατήρ ἀντίσταθμος
Ἠλέκτρα,τοῦ θηρὸς ἐκθύσειε τὴν αὑτοῦ κόρην.,,572.0,ὁ θήρ ἐκθύω ὁ ἑαυτοῦ κόρη
Ἠλέκτρα,ὧδ᾽ ἦν τὰ κείνης θύματ᾽: οὐ γὰρ ἦν λύσις,,573.0,ὧδ εἰμί ὁ ἐκεῖνος θύματ οὐ γάρ εἰμί λύσις
Ἠλέκτρα,ἄλλη στρατῷ πρὸς οἶκον οὐδ᾽ εἰς Ἴλιον.,,574.0,ἄλλος στρατός πρός οἶκος οὐδ εἰς Ἴλιος
Ἠλέκτρα,"ἀνθ᾽ ὧν, βιασθεὶς πολλὰ κἀντιβάς, μόλις",575.0,575.0,ἀνθ ὅς βιάζω πολύς ἀντιβαίνω μόλις
Ἠλέκτρα,"ἔθυσεν αὐτήν, οὐχὶ Μενέλεω χάριν.",,576.0,θύω αὐτός οὐ Μενέλαος χάρις
Ἠλέκτρα,"εἰ δ᾽ οὖν, ἐρῶ γὰρ καὶ τὸ σόν, κεῖνον θέλων",,577.0,εἰ δ οὖν ἐρῶ γάρ καί ὁ σός ἐκεῖνος ἐθέλω
Ἠλέκτρα,"ἐπωφελῆσαι ταῦτ᾽ ἔδρα, τούτου θανεῖν",,578.0,ἐπωφελέω ταῦτ δράω οὗτος θνήσκω
Ἠλέκτρα,χρῆν αὐτὸν οὕνεκ᾽ ἐκ σέθεν; ποίῳ νόμῳ;,,579.0,χρή αὐτός οὕνεκα ἐκ σύ ποῖος νόμος
Ἠλέκτρα,ὅρα τιθεῖσα τόνδε τὸν νόμον βροτοῖς,580.0,580.0,ὁράω τίθημι ὅδε ὁ νόμος βροτός
Ἠλέκτρα,μὴ πῆμα σαυτῇ καὶ μετάγνοιαν τιθῇς.,,581.0,μή πῆμα σεαυτοῦ καί μετάγνοια τίθημι
Ἠλέκτρα,"εἰ γὰρ κτενοῦμεν ἄλλον ἀντ᾽ ἄλλου, σύ τοι",,582.0,εἰ γάρ κτείνω ἄλλος ἀντί ἄλλος σύ σύ
Ἠλέκτρα,"πρώτη θάνοις ἄν, εἰ δίκης γε τυγχάνοις.",,583.0,πρῶτος θνήσκω ἀνά εἰ δίκη γε τυγχάνω
Ἠλέκτρα,ἀλλ᾽ εἰσόρα μὴ σκῆψιν οὐκ οὖσαν τίθης.,,584.0,ἀλλ εἰσοράω μή σκῆψις οὐ εἰμί τίθημι
Ἠλέκτρα,"εἰ γὰρ θέλεις, δίδαξον ἀνθ᾽ ὅτου τανῦν",585.0,585.0,εἰ γάρ ἐθέλω διδάσκω ἀνθ ὅστις τανῦν
Ἠλέκτρα,"αἴσχιστα πάντων ἔργα δρῶσα τυγχάνεις,",,586.0,αἰσχρός πᾶς ἔργον δράω τυγχάνω
Ἠλέκτρα,"ἥτις ξυνεύδεις τῷ παλαμναίῳ, μεθ᾽ οὗ",,587.0,ὅστις συνεύδω ὁ παλαμναῖος μετά ἵημι
Ἠλέκτρα,"πατέρα τὸν ἀμὸν πρόσθεν ἐξαπώλεσας,",,588.0,πατήρ ὁ ἡμός πρόσθεν ἐξαπόλλυμι
Ἠλέκτρα,"καὶ παιδοποιεῖς, τοὺς δὲ πρόσθεν εὐσεβεῖς",,589.0,καί παιδοποιέω ὁ δέ πρόσθεν εὐσεβής
Ἠλέκτρα,κἀξ εὐσεβῶν βλαστόντας ἐκβαλοῦσ᾽ ἔχεις.,590.0,590.0,ἐκ εὐσεβής βλαστάνω ἐκβαλοῦσ ἔχω
Ἠλέκτρα,πῶς ταῦτ᾽ ἐπαινέσαιμ᾽ ἄν; ἢ καὶ ταῦτ᾽ ἐρεῖς,,591.0,πῶς ταῦτ ἐπαινέσαιμ ἀνά ἤ καί ταῦτ ἐρῶ
Ἠλέκτρα,ὡς τῆς θυγατρὸς ἀντίποινα λαμβάνεις;,,592.0,ὡς ὁ θυγάτηρ ἀντίποινα λαμβάνω
Ἠλέκτρα,"αἰσχρῶς δ᾽, ἐάν περ καὶ λέγῃς: οὐ γὰρ καλὸν",,593.0,αἰσχρός δ ἐάν περί καί λέγω οὐ γάρ καλός
Ἠλέκτρα,ἐχθροῖς γαμεῖσθαι τῆς θυγατρὸς οὕνεκα.,,594.0,ἐχθρός γαμέω ὁ θυγάτηρ οὕνεκα
Ἠλέκτρα,"ἀλλ᾽ οὐ γὰρ οὐδὲ νουθετεῖν ἔξεστί σε,",595.0,595.0,ἀλλ οὐ γάρ οὐδέ νουθετέω ἔξεστι σύ
Ἠλέκτρα,ἣ πᾶσαν ἵης γλῶσσαν ὡς τὴν μητέρα,,596.0,ὁ πᾶς ἵημι γλῶσσα ὡς ὁ μήτηρ
Ἠλέκτρα,κακοστομοῦμεν.  καί σ᾽ ἔγωγε δεσπότιν,,597.0,κακοστομέω  καί σ ἐγώ δεσπότις
Ἠλέκτρα,"ἢ μητέρ᾽ οὐκ ἔλασσον εἰς ἡμᾶς νέμω,",,598.0,ἤ μητέρ οὐ ἐλάσσων εἰς ἐγώ νέμω
Ἠλέκτρα,"ἣ ζῶ βίον μοχθηρόν, ἔκ τε σοῦ κακοῖς",,599.0,ὁ ζάω βίος μοχθηρός ἐκ τε σύ κακός
Ἠλέκτρα,πολλοῖς ἀεὶ ξυνοῦσα τοῦ τε συννόμου:,600.0,600.0,πολύς ἀεί σύνειμι ὁ τε σύννομος
Ἠλέκτρα,"ὃ δ᾽ ἄλλος ἔξω, χεῖρα σὴν μόλις φυγών,",,601.0,ὁ δ ἄλλος ἔξω χείρ σός μόλις φεύγω
Ἠλέκτρα,τλήμων Ὀρέστης δυστυχῆ τρίβει βίον:,,602.0,τλήμων Ὀρέστης δυστυχής τρίβω βίος
Ἠλέκτρα,ὃν πολλὰ δή με σοὶ τρέφειν μιάστορα,,603.0,ὅς πολύς δή ἐγώ σύ τρέφω μιάστωρ
Ἠλέκτρα,"ἐπῃτιάσω: καὶ τόδ᾽, εἴπερ ἔσθενον,",,604.0,ἐπαιτιάομαι καί τόδ εἴπερ σθένω
Ἠλέκτρα,"ἔδρων ἄν, εὖ τοῦτ᾽ ἴσθι: τοῦδέ γ᾽ οὕνεκα",605.0,605.0,δράω ἀνά εὖ τοῦτ εἰμί ὅδε γε οὕνεκα
Ἠλέκτρα,"κήρυσσέ μ᾽ εἰς ἅπαντας, εἴτε χρῇς κακὴν",,606.0,κηρύσσω μ εἰς ἅπας εἴτε χράω κακός
Ἠλέκτρα,εἴτε στόμαργον εἴτ᾽ ἀναιδείας πλέαν.,,607.0,εἴτε στόμαργος εἴτ ἀναίδεια πλέως
Ἠλέκτρα,"εἰ γὰρ πέφυκα τῶνδε τῶν ἔργων ἴδρις,",,608.0,εἰ γάρ φύω ὅδε ὁ ἔργον ἴδρις
Ἠλέκτρα,σχεδόν τι τὴν σὴν οὐ καταισχύνω φύσιν.,,609.0,σχεδόν τις ὁ σός οὐ καταισχύνω φύσις
Χορός,ὁρῶ μένος πνέουσαν: εἰ δὲ σὺν δίκῃ,610.0,610.0,ὁράω μένος πνέω εἰ δέ σύν δίκη
Χορός,"ξύνεστι, τοῦδε φροντίδ᾽ οὐκέτ᾽ εἰσορῶ.",,611.0,σύνειμι ὅδε φροντίδ οὐκέτ εἰσοράω
Κλυταιμνήστρα,"ποίας δ᾽ ἐμοὶ δεῖ πρός γε τήνδε φροντίδος,",,612.0,ποῖος δ ἐγώ δεῖ πρός γε ὅδε φροντίς
Κλυταιμνήστρα,"ἥτις τοιαῦτα τὴν τεκοῦσαν ὕβρισεν,",,613.0,ὅστις τοιοῦτος ὁ τίκτω ὑβρίζω
Κλυταιμνήστρα,καὶ ταῦτα τηλικοῦτος; ἆρά σοι δοκεῖ,,614.0,καί οὗτος τηλικοῦτος ἆρα σύ δοκέω
Κλυταιμνήστρα,χωρεῖν ἂν εἰς πᾶν ἔργον αἰσχύνης ἄτερ;,615.0,615.0,χωρέω ἄν εἰς πᾶς ἔργον αἰσχύνη ἄτερ
Ἠλέκτρα,"εὖ νυν ἐπίστω τῶνδέ μ᾽ αἰσχύνην ἔχειν,",,616.0,εὖ νῦν ἐπίσταμαι ὅδε μ αἰσχύνη ἔχω
Ἠλέκτρα,κεἰ μὴ δοκῶ σοι: μανθάνω δ᾽ ὁθούνεκα,,617.0,εἰ μή δοκέω σύ μανθάνω δ ὁθούνεκα
Ἠλέκτρα,ἔξωρα πράσσω κοὐκ ἐμοὶ προσεικότα.,,618.0,ἔξωρος πράσσω οὐ ἐγώ προσέοικα
Ἠλέκτρα,ἀλλ᾽ ἡ γὰρ ἐκ σοῦ δυσμένεια καὶ τὰ σὰ,,619.0,ἀλλ ὁ γάρ ἐκ σύ δυσμένεια καί ὁ σός
Ἠλέκτρα,ἔργ᾽ ἐξαναγκάζει με ταῦτα δρᾶν βίᾳ:,620.0,620.0,ἔργ ἐξαναγκάζω ἐγώ οὗτος δράω βία
Ἠλέκτρα,αἰσχροῖς γὰρ αἰσχρὰ πράγματ᾽ ἐκδιδάσκεται.,,621.0,αἰσχρός γάρ αἰσχρός πράγματ ἐκδιδάσκω
Κλυταιμνήστρα,"ὦ θρέμμ᾽ ἀναιδές, ἦ σ᾽ ἐγὼ καὶ τἄμ᾽ ἔπη",,622.0,ὦ θρέμμ ἀναιδής εἰμί σ ἐγώ καί τἄμ ἔπος
