Name,Speech,verse_number,inferred_verse_number,lemmata
Τέκμησσα,καὶ δῆλός ἐστιν ὥς τι δρασείων κακόν.,,326.0,καί δῆλος εἰμί ὡς τις δρασείω κακός
Τέκμησσα,τοιαῦτα γάρ πως καὶ λέγει κὠδύρεται.,,327.0,τοιοῦτος γάρ πως καί λέγω ὀδύρομαι
Τέκμησσα,"ἀλλ᾽, ὦ φίλοι, τούτων γὰρ οὕνεκ᾽ ἐστάλην,",,328.0,ἀλλ ὦ φίλος οὗτος γάρ οὕνεκα στέλλω
Τέκμησσα,"ἀρήξατ᾽ εἰσελθόντες, εἰ δύνασθέ τι:",,329.0,ἀρήξατ εἰσέρχομαι εἰ δύναμαι τις
Τέκμησσα,φίλων γὰρ οἱ τοιοίδε νικῶνται λόγοις.,330.0,330.0,φίλος γάρ ὁ τοιόσδε νικάω λόγος
Χορός,"Τέκμησσα, δεινά, παῖ Τελεύταντος, λέγεις",,331.0,Τέκμησσα δεινός παῖς Τελεύτας λέγω
Χορός,"ἡμῖν, τὸν ἄνδρα διαπεφοιβάσθαι κακοῖς.",,332.0,ἐγώ ὁ ἀνήρ διαφοιβάζω κακός
Αἴας,ἰώ μοί μοι.,,333.0,ἰώ ἐγώ ἐγώ
Τέκμησσα,"τάχ᾽, ὡς ἔοικε, μᾶλλον: ἢ οὐκ ἠκούσατε",,334.0,τάχ ὡς ἔοικα μᾶλλον ἤ οὐ ἀκούω
Τέκμησσα,Αἴαντος οἵαν τήνδε θωΰσσει βοήν;,335.0,335.0,Αἴας οἷος ὅδε θωύσσω βοή
Αἴας,ἰώ μοί μοι.,,336.0,ἰώ ἐγώ ἐγώ
Χορός,ἁνὴρ ἔοικεν ἢ νοσεῖν ἢ τοῖς πάλαι,,337.0,ἀνήρ ἔοικα ἤ νοσέω ἤ ὁ πάλαι
Χορός,νοσήμασιν ξυνοῦσι λυπεῖσθαι παρών.,,338.0,νόσημα σύνειμι λυπέω πάρειμι
Αἴας,ἰὼ παῖ παῖ.,,339.0,ἰώ παῖς παῖς
Τέκμησσα,"ὤμοι τάλαιν᾽: Εὐρύσακες, ἀμφὶ σοὶ βοᾷ.",340.0,340.0,ὤμοι τάλαιν Εὐρυσάκης ἀμφί σύ βοάω
Τέκμησσα,τί ποτε μενοινᾷ; ποῦ ποτ᾽ εἶ; τάλαιν᾽ ἐγώ.,,341.0,τίς ποτέ μενοινάω ποῦ ποτ εἶμι τάλαιν ἐγώ
Αἴας,Τεῦκρον καλῶ.  ποῦ Τεῦκρος; ἢ τὸν εἰσαεὶ,,342.0,Τεῦκρος καλέω  ποῦ Τεῦκρος ἤ ὁ εἰσαεί
Αἴας,"λεηλατήσει χρόνον, ἐγὼ δ᾽ ἀπόλλυμαι;",,343.0,λεηλατέω χρόνος ἐγώ δ ἀπόλλυμι
Χορός,ἁνὴρ φρονεῖν ἔοικεν.  ἀλλ᾽ ἀνοίγετε.,,344.0,ἀνήρ φρονέω ἔοικα  ἀλλ ἀνοίγνυμι
Χορός,τάχ᾽ ἄν τιν᾽ αἰδῶ κἀπ᾽ ἐμοὶ βλέψας λάβοι.,345.0,345.0,τάχ ἀνά τιν αἰδώς ἀπό ἐγώ βλέπω λαμβάνω
Τέκμησσα,"ἰδού, διοίγω: προσβλέπειν δ᾽ ἔξεστί σοι",,346.0,ἰδού διοίγνυμι προσβλέπω δ ἔξεστι σύ
Τέκμησσα,"τὰ τοῦδε πράγη, καὐτὸς ὡς ἔχων κυρεῖ.",,347.0,ὁ ὅδε πρᾶγος αὐτός ὡς ἔχω κυρέω
Αἴας,ἰὼ,,348.0,ἰώ
Αἴας,"φίλοι ναυβάται, μόνοι ἐμῶν φίλων,",,349.0,φίλος ναυβάτης μόνος ἐμός φίλος
Αἴας,"μόνοι ἔτ᾽ ἐμμένοντες ὀρθῷ νόμῳ,",350.0,350.0,μόνος ἔτ ἐμμένω ὀρθός νόμος
Αἴας,ἴδεσθέ μ᾽ οἷον ἄρτι κῦμα φοινίας ὑπὸ ζάλης,,351.0,εἶδον μ οἷος ἄρτι κῦμα φοίνιος ὑπό ζάλη
Αἴας,ἀμφίδρομον κυκλεῖται.,,352.0,ἀμφίδρομος κυκλέω
Χορός,οἴμ᾽ ὡς ἔοικας ὀρθὰ μαρτυρεῖν ἄγαν.,,353.0,οἴμ ὡς ἔοικα ὀρθός μαρτυρέω ἄγαν
Χορός,δηλοῖ δὲ τοὔργον ὡς ἀφροντίστως ἔχει.,355.0,355.0,δηλόω δέ ἔργον ὡς ἀφρόντιστος ἔχω
Αἴας,ἰὼ,,356.0,ἰώ
Αἴας,"γένος ναΐας ἀρωγὸν τέχνας,",,357.0,γένος νήιος ἀρωγός τέχνη
Αἴας,"ἅλιον ὃς ἐπέβας ἑλίσσων πλάταν,",,358.0,ἅλιος ὅς ἐπιβαίνω ἑλίσσω πλάτη
Αἴας,σέ τοι σέ τοι μόνον δέδορκα πημονὰν ἐπαρκέσοντ᾽:,360.0,360.0,σύ σύ σύ σύ μόνος δέρκομαι πημονή ἐπαρκέσοντ
Αἴας,ἀλλά με συνδάϊξον.,,361.0,ἀλλά ἐγώ συνδαίζω
Χορός,εὔφημα φώνει: μὴ κακὸν κακῷ διδοὺς,,362.0,εὔφημος φωνέω μή κακός κακός δίδωμι
Χορός,"ἄκος, πλέον τὸ πῆμα τῆς ἄτης τίθει.",,363.0,ἄκος πλείων ὁ πῆμα ὁ ἄτη τίθημι
Αἴας,"ὁρᾷς τὸν θρασύν, τὸν εὐκάρδιον,",,364.0,ὁράω ὁ θρασύς ὁ εὐκάρδιος
Αἴας,"τὸν ἐν δαΐοις ἄτρεστον μάχαις,",365.0,365.0,ὁ ἐν δάιος ἄτρεστος μάχη
Αἴας,ἐν ἀφόβοις με θηρσὶ δεινὸν χέρας;,,366.0,ἐν ἄφοβος ἐγώ θήρ δεινός χείρ
Αἴας,"ὤμοι γέλωτος, οἷον ὑβρίσθην ἄρα.",,367.0,ὤμοι γέλως οἷος ὑβρίζω ἄρα
Τέκμησσα,"μή, δέσποτ᾽ Αἴας, λίσσομαί σ᾽, αὔδα τάδε.",,368.0,μή δέσποτ Αἴας λίσσομαι σ αὐδάω ὅδε
Αἴας,οὐκ ἐκτός; οὐκ ἄψορρον ἐκνεμεῖ πόδα;,,369.0,οὐ ἐκτός οὐ ἄψορρος ἐκνέμομαι πούς
Αἴας,αἰαῖ αἰαῖ.,370.0,370.0,αἰαῖ αἰαῖ
Χορός,ὦ πρὸς θεῶν ὕπεικε καὶ φρόνησον εὖ.,,371.0,ὦ πρός θεός ὑπείκω καί φρονέω εὖ
Αἴας,"ὦ δύσμορος, ὃς χερὶ μὲν",,372.0,ὦ δύσμορος ὅς χείρ μέν
Αἴας,"μεθῆκα τοὺς ἀλάστορας, ἐν δ᾽ ἑλίκεσσι",,373.0,μεθίημι ὁ ἀλάστωρ ἐν δ ἕλιξ
Αἴας,βουσὶ καὶ κλυτοῖς πεσὼν αἰπολίοις,375.0,375.0,βοῦς καί κλυτός πίπτω αἰπόλιον
Αἴας,ἐρεμνὸν αἷμ᾽ ἔδευσα.,,376.0,ἐρεμνός αἷμ δεύω
Χορός,τί δῆτ᾽ ἂν ἀλγοίης ἐπ᾽ ἐξειργασμένοις;,,377.0,τίς δῆτ ἄν ἀλγέω ἐπί ἐξεργάζομαι
Χορός,οὐ γὰρ γένοιτ᾽ ἂν ταῦθ᾽ ὅπως οὐχ ὧδ᾽ ἔχειν.,,378.0,οὐ γάρ γένοιτ ἄν ταῦθ ὅπως οὐ ὧδ ἔχω
Αἴας,ἰὼ πάνθ᾽ ὁρῶν ἁπάντων τ᾽ ἀεὶ,,379.0,ἰώ πάνθ ὁράω ἅπας τ ἀεί
Αἴας,"κακῶν ὄργανον, τέκνον Λαρτίου,",380.0,380.0,κακός ὄργανον τέκνον λάρτιος
Αἴας,"κακοπινέστατόν τ᾽ ἄλημα στρατοῦ,",,381.0,κακοπινής τ ἄλημα στρατός
Αἴας,ἦ που πολὺν γέλωθ᾽ ὑφ᾽ ἡδονῆς ἄγεις.,,382.0,εἰμί πού πολύς γέλωθ ὑπό ἡδονά ἄγω
Χορός,ξύν τοι θεῷ πᾶς καὶ γελᾷ κὠδύρεται.,,383.0,σύν σύ θεός πᾶς καί γελάω ὀδύρομαι
Αἴας,"ἴδοιμι μήν νιν, καίπερ ὧδ᾽ ἀτώμενος.",,384.0,εἶδον μήν νιν καίπερ ὧδ ἀτάομαι
Αἴας,ἰώ μοί μοι.,385.0,385.0,ἰώ ἐγώ ἐγώ
Χορός,μηδὲν μέγ᾽ εἴπῃς: οὐχ ὁρᾷς ἵν᾽ εἶ κακοῦ;,,386.0,μηδείς μέγ εἶπον οὐ ὁράω ἵνα εἶμι κακός
Αἴας,"ὦ Ζεῦ, προγόνων προπάτωρ,",,387.0,ὦ Ζεύς πρόγονος προπάτωρ
Αἴας,"πῶς ἂν τὸν αἱμυλώτατον, ἐχθρὸν ἄλημα,",,388.0,πῶς ἄν ὁ αἱμύλος ἐχθρός ἄλημα
Αἴας,τούς τε δισσάρχας ὀλέσσας βασιλῆς,390.0,390.0,ὁ τε δισσάρχης ὄλλυμι βασιλεύς
Αἴας,τέλος θάνοιμι καὐτός;,,391.0,τέλος θνήσκω αὐτός
Τέκμησσα,"ὅταν κατεύχῃ ταῦθ᾽, ὁμοῦ κἀμοὶ θανεῖν",,392.0,ὅταν κατεύχομαι ταῦθ ὁμοῦ ἐγώ θνήσκω
Τέκμησσα,εὔχου: τί γὰρ δεῖ ζῆν με σοῦ τεθνηκότος;,,393.0,εὔχομαι τίς γάρ δεῖ ζάω ἐγώ σύ θνήσκω
Αἴας,ἰὼ,,394.0,ἰώ
Αἴας,"σκότος, ἐμὸν φάος,",395.0,395.0,σκότος ἐμός φάος
Αἴας,"ἔρεβος ὦ φαεννότατον, ὡς ἐμοί,",,396.0,ἔρεβος ὦ φαεινός ὡς ἐγώ
Αἴας,"ἕλεσθ᾽ ἕλεσθέ μ᾽ οἰκήτορα,",,397.0,ἕλεσθ αἱρέω μ οἰκήτωρ
Αἴας,ἕλεσθέ μ᾽: οὔτε γὰρ θεῶν γένος οὔθ᾽ ἁμερίων,,398.0,αἱρέω μ οὔτε γάρ θεός γένος οὔθ ἡμέριος
Αἴας,ἔτ᾽ ἄξιος βλέπειν τιν᾽ εἰς ὄνασιν ἀνθρώπων.,400.0,400.0,ἔτ ἄξιος βλέπω τιν εἰς ὄνησις ἄνθρωπος
Αἴας,ἀλλά μ᾽ ἁ Διὸς,,401.0,ἀλλά μ ὁ Ζεύς
Αἴας,ἀλκίμα θεὸς,,402.0,ἄλκιμος θεός
Αἴας,ὀλέθρι᾽ αἰκίζει.,,403.0,ὀλέθρι αἰκίζω
Αἴας,ποῖ τις οὖν φύγῃ;,,404.0,ποῖ τις οὖν φεύγω
Αἴας,ποῖ μολὼν μενῶ;,,405.0,ποῖ βλώσκω μένω
Αἴας,"εἰ τὰ μὲν φθίνει, φίλοι, τοιοῖσδ᾽",405.0,405.5,εἰ ὁ μέν φθίω φίλος τοιοῖσδ
Αἴας,"ὁμοῦ πέλας, μώραις δ᾽ ἄγραις προσκείμεθα,",,406.0,ὁμοῦ πέλας μωρός δ ἄγρα πρόσκειμαι
Αἴας,πᾶς δὲ στρατὸς δίπαλτος ἄν με,,407.0,πᾶς δέ στρατός δίπαλτος ἀνά ἐγώ
Αἴας,χειρὶ φονεύοι.,,408.0,χείρ φονεύω
Τέκμησσα,"ὦ δυστάλαινα, τοιάδ᾽ ἄνδρα χρήσιμον",410.0,410.0,ὦ δυστάλας τοιάδ ἀνήρ χρήσιμος
Τέκμησσα,"φωνεῖν, ἃ πρόσθεν οὗτος οὐκ ἔτλη ποτ᾽ ἄν.",,411.0,φωνέω ὅς πρόσθεν οὗτος οὐ τλάω ποτ ἀνά
Αἴας,ἰὼ,,412.0,ἰώ
Αἴας,πόροι ἁλίρροθοι,,413.0,πόρω ἁλίρροθος
Αἴας,"πάραλά τ᾽ ἄντρα καὶ νέμος ἐπάκτιον,",,414.0,πάραλος τ ἄντρον καί νέμος ἐπάκτιος
Αἴας,πολὺν πολύν με δαρόν τε δὴ,,415.0,πολύς πολύς ἐγώ δηρός τε δή
Αἴας,"κατείχετ᾽ ἀμφὶ Τροίαν χρόνον: ἀλλ᾽ οὐκέτι μ᾽, οὐκ",415.0,415.5,κατείχετ ἀμφί Τροία χρόνος ἀλλ οὐκέτι μ οὐ
Αἴας,ἔτ᾽ ἀμπνοὰς ἔχοντα: τοῦτό τις φρονῶν ἴστω.,,416.0,ἔτ ἀμπνοὰς ἔχω οὗτος τις φρονέω οἶδα
Αἴας,ὦ Σκαμάνδριοι,,417.0,ὦ Σκαμάνδριοι
Αἴας,"γείτονες ῥοαί,",,418.0,γείτων ῥοή
Αἴας,"εὔφρονες Ἀργείοις,",420.0,420.0,εὔφρων Ἀργεῖος
Αἴας,οὐκέτ᾽ ἄνδρα μὴ,,421.0,οὐκέτ ἀνήρ μή
Αἴας,"τόνδ᾽ ἴδητ᾽, ἔπος",,422.0,τόνδ ἴδητ ἔπος
Αἴας,"ἐξερῶ μέγ᾽, οἷον οὔτινα",,423.0,ἐξερέω μέγ οἷος οὔτις
Αἴας,Τροία στρατοῦ δέρχθη χθονὸς μολόντ᾽ ἀπὸ,425.0,425.0,Τροία στρατός δέρκομαι χθών μολόντ ἀπό
Αἴας,Ἑλλανίδος: τανῦν δ᾽ ἄτιμος,,426.0,Ἑλλανίδος τανῦν δ ἄτιμος
Αἴας,ὧδε πρόκειμαι.,,427.0,ὧδε πρόκειμαι
Χορός,οὔτοι σ᾽ ἀπείργειν οὐδ᾽ ὅπως ἐῶ λέγειν,,428.0,οὔτοι σ ἀπείργω οὐδ ὅπως ἐάω λέγω
Χορός,"ἔχω, κακοῖς τοιοῖσδε συμπεπτωκότα.",,429.0,ἔχω κακός τοιόσδε συμπίτνω
Αἴας,αἰαῖ: τίς ἄν ποτ᾽ ᾤεθ᾽ ὧδ᾽ ἐπώνυμον,430.0,430.0,αἰαῖ τις ἀνά ποτ ᾤεθ ὧδ ἐπώνυμος
Αἴας,τοὐμὸν ξυνοίσειν ὄνομα τοῖς ἐμοῖς κακοῖς;,,431.0,ἐμός συμφέρω ὄνομα ὁ ἐμός κακός
Αἴας,νῦν γὰρ πάρεστι καὶ δὶς αἰάζειν ἐμοὶ,,432.0,νῦν γάρ πάρειμι καί δίς αἰάζω ἐγώ
Αἴας,καὶ τρίς: τοιούτοις γὰρ κακοῖς ἐντυγχάνω:,,433.0,καί τρίς τοιοῦτος γάρ κακός ἐντυγχάνω
Αἴας,ὅτου πατὴρ μὲν τῆσδ᾽ ἀπ᾽ Ἰδαίας χθονὸς,,434.0,ὅστις πατήρ μέν τῆσδ ἀπό ̓ἰδαῖος χθών
Αἴας,τὰ πρῶτα καλλιστεῖ᾽ ἀριστεύσας στρατοῦ,435.0,435.0,ὁ πρῶτος καλλιστεῖ ἀριστεύω στρατός
Αἴας,πρὸς οἶκον ἦλθε πᾶσαν εὔκλειαν φέρων:,,436.0,πρός οἶκος ἔρχομαι πᾶς εὔκλεια φέρω
Αἴας,"ἐγὼ δ᾽ ὁ κείνου παῖς, τὸν αὐτὸν ἐς τόπον",,437.0,ἐγώ δ ὁ ἐκεῖνος παῖς ὁ αὐτός εἰς τόπος
Αἴας,Τροίας ἐπελθὼν οὐκ ἐλάσσονι σθένει,,438.0,Τροία ἐπέρχομαι οὐ ἐλάσσων σθένος
Αἴας,"οὐδ᾽ ἔργα μείω χειρὸς ἀρκέσας ἐμῆς,",,439.0,οὐδ ἔργον μείων χείρ ἀρκέω ἐμός
Αἴας,ἄτιμος Ἀργείοισιν ὧδ᾽ ἀπόλλυμαι.,440.0,440.0,ἄτιμος Ἀργεῖος ὧδ ἀπόλλυμι
Αἴας,καίτοι τοσοῦτόν γ᾽ ἐξεπίστασθαι δοκῶ:,,441.0,καίτοι τοσοῦτος γε ἐξεπίσταμαι δοκέω
Αἴας,εἰ ζῶν Ἀχιλλεὺς τῶν ὅπλων τῶν ὧν πέρι,,442.0,εἰ ζάω Ἀχιλλεύς ὁ ὅπλον ὁ ὅς περί
Αἴας,"κρίνειν ἔμελλε κράτος ἀριστείας τινί,",,443.0,κρίνω μέλλω κράτος ἀριστεία τις
Αἴας,οὐκ ἄν τις αὔτ᾽ ἔμαρψεν ἄλλος ἀντ᾽ ἐμοῦ.,,444.0,οὐ ἀνά τις αὔτ μάρπτω ἄλλος ἀντί ἐγώ
Αἴας,νῦν δ᾽ αὔτ᾽ Ἀτρεῖδαι φωτὶ παντουργῷ φρένας,445.0,445.0,νῦν δ αὔτ Ἀτρείδης φώς παντουργός φρήν
Αἴας,"ἔπραξαν, ἀνδρὸς τοῦδ᾽ ἀπώσαντες κράτη.",,446.0,πράσσω ἀνήρ τοῦδ ἀπωθέω κράτος
Αἴας,κεἰ μὴ τόδ᾽ ὄμμα καὶ φρένες διάστροφοι,,447.0,εἰ μή τόδ ὄμμα καί φρήν διάστροφος
Αἴας,"γνώμης ἀπῇξαν τῆς ἐμῆς, οὐκ ἄν ποτε",,448.0,γνώμη ἀπαίσσω ὁ ἐμός οὐ ἀνά ποτέ
Αἴας,δίκην κατ᾽ ἄλλου φωτὸς ὧδ᾽ ἐψήφισαν.,,449.0,δίκη κατά ἄλλος φώς ὧδ ψηφίζω
Αἴας,νῦν δ᾽ ἡ Διὸς γοργῶπις ἀδάματος θεὰ,450.0,450.0,νῦν δ ὁ Ζεύς γοργωπός ἀδάματος θεά
Αἴας,ἤδη μ᾽ ἐπ᾽ αὐτοῖς χεῖρ᾽ ἐπεντύνοντ᾽ ἐμὴν,,451.0,ἤδη μ ἐπί αὐτός χεῖρ ἐπεντύνοντ ἐμός
Αἴας,"ἔσφηλεν, ἐμβαλοῦσα λυσσώδη νόσον,",,452.0,σφάλλω ἐμβάλλω λυσσώδης νόσος
Αἴας,ὥστ᾽ ἐν τοιοῖσδε χεῖρας αἱμάξαι βοτοῖς:,,453.0,ὥστ ἐν τοιόσδε χείρ αἱμάσσω βοτόν
Αἴας,"κεῖνοι δ᾽ ἐπεγγελῶσιν ἐκπεφευγότες,",,454.0,ἐκεῖνος δ ἐπεγγελάω ἐκφεύγω
Αἴας,ἐμοῦ μὲν οὐχ ἑκόντος: εἰ δέ τις θεῶν,455.0,455.0,ἐγώ μέν οὐ ἑκών εἰ δέ τις θεός
Αἴας,"βλάπτοι, φύγοι τἂν χὠ κακὸς τὸν κρείσσονα.",,456.0,βλάπτω φεύγω ἄν ὁ κακός ὁ κρείσσων
Αἴας,καὶ νῦν τί χρὴ δρᾶν; ὅστις ἐμφανῶς θεοῖς,,457.0,καί νῦν τίς χρή δράω ὅστις ἐμφανής θεός
Αἴας,"ἐχθαίρομαι, μισεῖ δέ μ᾽ Ἑλλήνων στρατός,",,458.0,ἐχθαίρω μισέω δέ μ Ἕλλην στρατός
Αἴας,ἔχθει δὲ Τροία πᾶσα καὶ πεδία τάδε.,,459.0,ἔχθος δέ Τροία πᾶς καί πεδίον ὅδε
Αἴας,"πότερα πρὸς οἴκους, ναυλόχους λιπὼν ἕδρας",460.0,460.0,πότερος πρός οἶκος ναύλοχος λείπω ἕδρα
Αἴας,"μόνους τ᾽ Ἀτρείδας, πέλαγος Αἰγαῖον περῶ;",,461.0,μόνος τ Ἀτρείδης πέλαγος Αἰγαῖος περάω
Αἴας,καὶ ποῖον ὄμμα πατρὶ δηλώσω φανεὶς,,462.0,καί ποῖος ὄμμα πατήρ δηλόω φαίνω
Αἴας,Τελαμῶνι; πῶς με τλήσεταί ποτ᾽ εἰσιδεῖν,,463.0,Τελαμών πῶς ἐγώ τλάω ποτ εἰσοράω
Αἴας,"γυμνὸν φανέντα τῶν ἀριστείων ἄτερ,",,464.0,γυμνός φαίνω ὁ ἀριστεῖα ἄτερ
Αἴας,ὧν αὐτὸς ἔσχε στέφανον εὐκλείας μέγαν;,465.0,465.0,ὅς αὐτός ἔχω στέφανος εὔκλεια μέγας
Αἴας,οὐκ ἔστι τοὔργον τλητόν.  ἀλλὰ δῆτ᾽ ἰὼν,,466.0,οὐ εἰμί ἔργον τλητός  ἀλλά δῆτ εἶμι
Αἴας,"πρὸς ἔρυμα Τρώων, ξυμπεσὼν μόνος μόνοις",,467.0,πρός ἔρυμα Τρώς συμπίτνω μόνος μόνος
Αἴας,"καὶ δρῶν τι χρηστόν, εἶτα λοίσθιον θάνω;",,468.0,καί δράω τις χρηστός εἶτα λοίσθιος θνήσκω
Αἴας,ἀλλ᾽ ὧδέ γ᾽ Ἀτρείδας ἂν εὐφράναιμί που.,,469.0,ἀλλ ὧδε γε Ἀτρείδης ἄν εὐφραίνω πού
Αἴας,οὐκ ἔστι ταῦτα.   πεῖρά τις ζητητέα,470.0,470.0,οὐ εἰμί οὗτος   πεῖρα τις ζητητέος
Αἴας,τοιάδ᾽ ἀφ᾽ ἧς γέροντι δηλώσω πατρὶ,,471.0,τοιάδ ἀπό ὅς γέρων δηλόω πατήρ
Αἴας,μή τοι φύσιν γ᾽ ἄσπλαγχνος ἐκ κείνου γεγώς.,,472.0,μή σύ φύσις γε ἄσπλαγχνος ἐκ ἐκεῖνος γίγνομαι
Αἴας,"αἰσχρὸν γὰρ ἄνδρα τοῦ μακροῦ χρῄζειν βίου,",,473.0,αἰσχρός γάρ ἀνήρ ὁ μακρός χρῄζω βίος
Αἴας,κακοῖσιν ὅστις μηδὲν ἐξαλλάσσεται.,,474.0,κακός ὅστις μηδείς ἐξαλλάσσω
Αἴας,τί γὰρ παρ᾽ ἦμαρ ἡμέρα τέρπειν ἔχει,475.0,475.0,τίς γάρ παρ ἦμαρ ἡμέρα τέρπω ἔχω
Αἴας,προσθεῖσα κἀναθεῖσα τοῦ γε κατθανεῖν;,,476.0,προστίθημι ἀνατίθημι ὁ γε καταθνήσκω
Αἴας,οὐκ ἂν πριαίμην οὐδενὸς λόγου βροτὸν,,477.0,οὐ ἄν πρίαμαι οὐδείς λόγος βροτός
Αἴας,ὅστις κεναῖσιν ἐλπίσιν θερμαίνεται:,,478.0,ὅστις κενός ἐλπίς θερμαίνω
Αἴας,ἀλλ᾽ ἢ καλῶς ζῆν ἢ καλῶς τεθνηκέναι,,479.0,ἀλλ ἤ καλός ζάω ἤ καλός θνήσκω
Αἴας,τὸν εὐγενῆ χρή.  πάντ᾽ ἀκήκοας λόγον.,480.0,480.0,ὁ εὐγενής χρή  πάντ ἀκούω λόγος
Χορός,"οὐδεὶς ἐρεῖ ποθ᾽ ὡς ὑπόβλητον λόγον,",,481.0,οὐδείς ἐρῶ ποθ ὡς ὑπόβλητος λόγος
Χορός,"Αἴας, ἔλεξας, ἀλλὰ τῆς σαυτοῦ φρενός:",,482.0,Αἴας λέγω ἀλλά ὁ σεαυτοῦ φρήν
Χορός,παῦσαί γε μέντοι καὶ δὸς ἀνδράσιν φίλοις,,483.0,παύω γε μέντοι καί δίδωμι ἀνήρ φίλος
Χορός,"γνώμης κρατῆσαι, τάσδε φροντίδας μεθείς.",,484.0,γνώμη κρατέω ὅδε φροντίς μεθίημι
Τέκμησσα,"ὦ δέσποτ᾽ Αἴας, τῆς ἀναγκαίας τύχης",485.0,485.0,ὦ δέσποτ Αἴας ὁ ἀναγκαῖος τύχη
Τέκμησσα,οὐκ ἔστιν οὐδὲν μεῖζον ἀνθρώποις κακόν.,,486.0,οὐ εἰμί οὐδείς μέγας ἄνθρωπος κακός
Τέκμησσα,"ἐγὼ δ᾽ ἐλευθέρου μὲν ἐξέφυν πατρός,",,487.0,ἐγώ δ ἐλεύθερος μέν ἐκφύω πατήρ
Τέκμησσα,εἴπερ τινὸς σθένοντος ἐν πλούτῳ Φρυγῶν:,,488.0,εἴπερ τις σθένω ἐν πλοῦτος Φρύξ
Τέκμησσα,νῦν δ᾽ εἰμὶ δούλη: θεοῖς γὰρ ὧδ᾽ ἔδοξέ που,,489.0,νῦν δ εἰμί δούλη θεός γάρ ὧδ δοκέω πού
Τέκμησσα,"καὶ σῇ μάλιστα χειρί.   τοιγαροῦν, ἐπεὶ",490.0,490.0,καί σός μάλιστα χείρ   τοιγάρ ἐπεί
Τέκμησσα,"τὸ σὸν λέχος ξυνῆλθον, εὖ φρονῶ τὰ σά,",,491.0,ὁ σός λέχος συνέρχομαι εὖ φρονέω ὁ σός
Τέκμησσα,καί σ᾽ ἀντιάζω πρός τ᾽ ἐφεστίου Διὸς,,492.0,καί σ ἀντιάζω πρός τ ἐφέστιος Ζεύς
Τέκμησσα,"εὐνῆς τε τῆς σῆς, ᾗ συνηλλάχθης ἐμοί,",,493.0,εὐνή τε ὁ σός ἵημι συναλλάσσω ἐγώ
Τέκμησσα,μή μ᾽ ἀξιώσῃς βάξιν ἀλγεινὴν λαβεῖν,,494.0,μή μ ἀξιόω βάξις ἀλγεινός λαμβάνω
Τέκμησσα,"τῶν σῶν ὑπ᾽ ἐχθρῶν, χειρίαν ἐφείς τινι.",495.0,495.0,ὁ σός ὑπό ἐχθρός χείριος ἐφίημι τις
Τέκμησσα,"ᾗ γὰρ θάνῃς σὺ καὶ τελευτήσας ἀφῇς,",,496.0,ἵημι γάρ θνήσκω σύ καί τελευτάω ἀφίημι
Τέκμησσα,ταύτῃ νόμιζε κἀμὲ τῇ τόθ᾽ ἡμέρᾳ,,497.0,οὗτος νομίζω ἐγώ ὁ τόθ ἡμέρα
Τέκμησσα,βίᾳ ξυναρπασθεῖσαν Ἀργείων ὕπο,,498.0,βία συναρπάζω Ἀργεῖος ὑπό
Τέκμησσα,ξὺν παιδὶ τῷ σῷ δουλίαν ἕξειν τροφήν.,,499.0,σύν παῖς ὁ σός δούλιος ἔχω τροφή
Τέκμησσα,καί τις πικρὸν πρόσφθεγμα δεσποτῶν ἐρεῖ,500.0,500.0,καί τις πικρός πρόσφθεγμα δεσπότης ἐρῶ
Τέκμησσα,λόγοις ἰάπτων: ἴδετε τὴν ὁμευνέτιν,,501.0,λόγος ἰάπτω εἶδον ὁ ὅμευνος
Τέκμησσα,"Αἴαντος, ὃς μέγιστον ἴσχυσεν στρατοῦ,",,502.0,Αἴας ὅς μέγας ἰσχύω στρατός
Τέκμησσα,οἵας λατρείας ἀνθ᾽ ὅσου ζήλου τρέφει.,,503.0,οἷος λατρεία ἀνθ ὅσος ζῆλος τρέφω
Τέκμησσα,"τοιαῦτ᾽ ἐρεῖ τις: κἀμὲ μὲν δαίμων ἐλᾷ,",,504.0,τοιαῦτ ἐρῶ τις ἐγώ μέν δαίμων ἐλαύνω
Τέκμησσα,σοὶ δ᾽ αἰσχρὰ τἄπη ταῦτα καὶ τῷ σῷ γένει.,505.0,505.0,σύ δ αἰσχρός ἔπος οὗτος καί ὁ σός γένος
Τέκμησσα,ἀλλ᾽ αἴδεσαι μὲν πατέρα τὸν σὸν ἐν λυγρῷ,,506.0,ἀλλ αἰδέομαι μέν πατήρ ὁ σός ἐν λυγρός
Τέκμησσα,"γήρᾳ προλείπων, αἴδεσαι δὲ μητέρα",,507.0,γῆρας προλείπω αἰδέομαι δέ μήτηρ
Τέκμησσα,"πολλῶν ἐτῶν κληροῦχον, ἥ σε πολλάκις",,508.0,πολύς ἔτος κληροῦχος ὅς σύ πολλάκις
Τέκμησσα,θεοῖς ἀρᾶται ζῶντα πρὸς δόμους μολεῖν:,,509.0,θεός ἀράομαι ζάω πρός δόμος βλώσκω
Τέκμησσα,"οἴκτιρε δ᾽, ὦναξ, παῖδα τὸν σόν, εἰ νέας",510.0,510.0,οἰκτείρω δ ἄναξ παῖς ὁ σός εἰ ναῦς
Τέκμησσα,τροφῆς στερηθεὶς σοῦ διοίσεται μόνος,,511.0,τροφή στερέω σύ διαφέρω μόνος
