Name,Speech,verse_number,inferred_verse_number,lemmata
Οἰδίπους,"ὕλην ἄσιτος νηλίπους τ᾽ ἀλωμένη,",,349.0,ὕλη ἄσιτος νήλιπος τ ἀλάομαι
Οἰδίπους,πολλοῖσι δ᾽ ὄμβροις ἡλίου τε καύμασιν,350.0,350.0,πολύς δ ὄμβρος ἥλιος τε καῦμα
Οἰδίπους,μοχθοῦσα τλήμων δεύτερ᾽ ἡγεῖται τὰ τῆς,,351.0,μοχθέω τλήμων δεύτερ ἡγέομαι ὁ ὁ
Οἰδίπους,"οἴκοι διαίτης, εἰ πατὴρ τροφὴν ἔχοι.",,352.0,οἴκοι δίαιτα εἰ πατήρ τροφή ἔχω
Οἰδίπους,"σὺ δ᾽, ὦ τέκνον, πρόσθεν μὲν ἐξίκου πατρὶ",,353.0,σύ δ ὦ τέκνον πρόσθεν μέν ἐξικνέομαι πατήρ
Οἰδίπους,"μαντεῖ᾽ ἄγουσα πάντα, Καδμείων λάθρᾳ,",,354.0,μαντεῖ ἄγω πᾶς Καδμεῖος λάθρῃ
Οἰδίπους,"ἃ τοῦδ᾽ ἐχρήσθη σώματος, φύλαξ τέ μου",355.0,355.0,ὅς τοῦδ χράω σῶμα φύλαξ τε ἐγώ
Οἰδίπους,"πιστὴ κατέστης, γῆς ὅτ᾽ ἐξηλαυνόμην:",,356.0,πιστός καθίστημι γῆ ὅτ ἐξελαύνω
Οἰδίπους,"νῦν δ᾽ αὖ τίν᾽ ἥκεις μῦθον, Ἰσμήνη, πατρὶ",,357.0,νῦν δ αὖ σύ ἥκω μῦθος Ἰσμήνη πατήρ
Οἰδίπους,φέρουσα; τίς σ᾽ ἐξῆρεν οἴκοθεν στόλος;,,358.0,φέρω τις σ ἐξαίρω οἴκοθεν στόλος
Οἰδίπους,"ἥκεις γὰρ οὐ κενή γε, τοῦτ᾽ ἐγὼ σαφῶς",,359.0,ἥκω γάρ οὐ κενός γε τοῦτ ἐγώ σαφής
Οἰδίπους,"ἔξοιδα, μὴ οὐχὶ δεῖμ᾽ ἐμοὶ φέρουσά τι.",360.0,360.0,ἔξοιδα μή οὐ δεῖμ ἐγώ φέρουσά τις
Ἰσμήνη,"ἐγὼ τὰ μὲν παθήμαθ᾽ ἅπαθον, πάτερ,",,361.0,ἐγώ ὁ μέν παθήμαθ πάσχω πάτηρ
Ἰσμήνη,"ζητοῦσα τὴν σὴν ποῦ κατοικοίης τροφήν,",,362.0,ζητέω ὁ σός ποῦ κατοικέω τροφή
Ἰσμήνη,παρεῖσ᾽ ἐάσω:  δὶς γὰρ οὐχὶ βούλομαι,,363.0,παρεῖσ ἐάω  δίς γάρ οὐ βούλομαι
Ἰσμήνη,πονοῦσά τ᾽ ἀλγεῖν καὶ λέγουσ᾽ αὖθις πάλιν.,,364.0,πονοῦσά τ ἀλγέω καί λέγουσ αὖθις πάλιν
Ἰσμήνη,ἃ δ᾽ ἀμφὶ τοῖν σοῖν δυσμόροιν παίδοιν κακὰ,365.0,365.0,ὅς δ ἀμφί ὁ σός δύσμορος παῖς κακός
Ἰσμήνη,"νῦν ἐστι, ταῦτα σημανοῦσ᾽ ἐλήλυθα.",,366.0,νῦν εἰμί οὗτος σημανοῦσ ἔρχομαι
Ἰσμήνη,πρὶν μὲν γὰρ αὐτοῖς ἦν ἔρως Κρέοντί τε,,367.0,πρίν μέν γάρ αὐτός εἰμί ἔρως Κρέοντί τε
Ἰσμήνη,"θρόνους ἐᾶσθαι μηδὲ χραίνεσθαι πόλιν,",,368.0,θρόνος ἐάω μηδέ χραίνω πόλις
Ἰσμήνη,"λόγῳ σκοποῦσι τὴν πάλαι γένους φθοράν,",,369.0,λόγος σκοπέω ὁ πάλαι γένος φθορά
Ἰσμήνη,οἵα κατέσχε τὸν σὸν ἄθλιον δόμον:,370.0,370.0,οἷος κατέχω ὁ σός ἄθλιος δόμος
Ἰσμήνη,νῦν δ᾽ ἐκ θεῶν του κἀλιτηρίου φρενὸς,,371.0,νῦν δ ἐκ θεός τις κἀλιτηρίου φρήν
Ἰσμήνη,"εἰσῆλθε τοῖν τρὶς ἀθλίοιν ἔρις κακή,",,372.0,εἰσέρχομαι ὁ τρίς ἄθλιος ἔρις κακός
Ἰσμήνη,ἀρχῆς λαβέσθαι καὶ κράτους τυραννικοῦ.,,373.0,ἀρχή λαμβάνω καί κράτος τυραννικός
Ἰσμήνη,χὠ μὲν νεάζων καὶ χρόνῳ μείων γεγὼς,,374.0,ὁ μέν νεάζω καί χρόνος μείων γεγὼς
Ἰσμήνη,τὸν πρόσθε γεννηθέντα Πολυνείκη θρόνων,375.0,375.0,ὁ πρόσθεν γεννάω Πολυνείκης θρόνος
Ἰσμήνη,"ἀποστερίσκει, κἀξελήλακεν πάτρας.",,376.0,ἀποστερίσκω ἐξελαύνω πάτρα
Ἰσμήνη,"ὁ δ᾽, ὡς καθ᾽ ἡμᾶς ἔσθ᾽ ὁ πληθύων λόγος,",,377.0,ὁ δ ὡς κατά ἐγώ εἰμί ὁ πληθύω λόγος
Ἰσμήνη,τὸ κοῖλον Ἄργος βὰς φυγὰς προσλαμβάνει,,378.0,ὁ κοῖλος Ἄργος βαίνω φυγάς προσλαμβάνω
Ἰσμήνη,κῆδός τε καινὸν καὶ ξυνασπιστὰς φίλους,,379.0,κῆδός τε καινός καί ξυνασπιστὰς φίλος
Ἰσμήνη,ὡς αὐτίκ᾽ Ἄργος ἢ τὸ Καδμείων πέδον,380.0,380.0,ὡς αὐτίκ Ἄργος ἤ ὁ Καδμεῖος πέδον
Ἰσμήνη,τιμῇ καθέξον ἢ πρὸς οὐρανὸν βιβῶν.,,381.0,τιμή κατέχω ἤ πρός οὐρανός βιβάζω
Ἰσμήνη,"ταῦτ᾽ οὐκ ἀριθμός ἐστιν, ὦ πάτερ, λόγων,",,382.0,ταῦτ οὐ ἀριθμός εἰμί ὦ πάτηρ λόγος
Ἰσμήνη,ἀλλ᾽ ἔργα δεινά:  τοὺς δὲ σοὺς ὅπου θεοὶ,,383.0,ἀλλ ἔργον δεινός  ὁ δέ σός ὅπου θεός
Ἰσμήνη,πόνους κατοικτιοῦσιν οὐκ ἔχω μαθεῖν.,,384.0,πόνος κατοικτίζω οὐ ἔχω μανθάνω
Οἰδίπους,ἤδη γὰρ ἔσχες ἐλπίδ᾽ ὡς ἐμοῦ θεοὺς,385.0,385.0,ἤδη γάρ ἔχω ἐλπίδ ὡς ἐγώ θεός
Οἰδίπους,"ὤραν τιν᾽ ἕξειν, ὥστε σωθῆναί ποτε;",,386.0,ὤρα τιν ἔχω ὥστε σωθῆναί ποτέ
Ἰσμήνη,"ἔγωγε τοῖς νὺν γ᾽, ὦ πάτερ, μαντεύμασιν.",,387.0,ἐγώ ὁ νὺν γε ὦ πάτηρ μάντευμα
Οἰδίπους,"ποίοισι τούτοις; τί δὲ τεθέσπισται, τέκνον;",,388.0,ποῖος οὗτος τίς δέ θεσπίζω τέκνον
Ἰσμήνη,σὲ τοῖς ἐκεῖ ζητητὸν ἀνθρώποις ποτὲ,,389.0,σύ ὁ ἐκεῖ ζητητὸν ἄνθρωπος ποτέ
Ἰσμήνη,θανόντ᾽ ἔσεσθαι ζῶντά τ᾽ εὐσοίας χάριν.,390.0,390.0,θανόντ εἰμί ζάω τ εὔσοια χάρις
Οἰδίπους,τίς δ᾽ ἂν τοιοῦδ᾽ ὑπ᾽ ἀνδρὸς εὖ πράξειεν ἄν;,,391.0,τις δ ἄν τοιοῦδ ὑπό ἀνήρ εὖ πράσσω ἀνά
Ἰσμήνη,ἐν σοὶ τὰ κείνων φασὶ γίγνεσθαι κράτη.,,392.0,ἐν σύ ὁ ἐκεῖνος φημί γίγνομαι κράτος
Οἰδίπους,"ὅτ᾽ οὐκέτ᾽ εἰμί, τηνικαῦτ᾽ ἄρ᾽ εἴμ᾽ ἀνήρ;",,393.0,ὅτ οὐκέτ εἰμί τηνικαῦτ ἄρα εἰμί ἀνήρ
Ἰσμήνη,"νῦν γὰρ θεοί σ᾽ ὀρθοῦσι, πρόσθε δ᾽ ὤλλυσαν.",,394.0,νῦν γάρ θεός σ ὀρθόω πρόσθεν δ ὄλλυμι
Οἰδίπους,γέροντα δ᾽ ὀρθοῦν φλαῦρον ὃς νέος πέσῃ.,395.0,395.0,γέρων δ ὀρθόω φλαῦρος ὅς νέος πίπτω
Ἰσμήνη,καὶ μὴν Κρέοντά γ᾽ ἴσθι σοι τούτων χάριν,,396.0,καί μήν Κρέοντά γε εἰμί σύ οὗτος χάρις
Ἰσμήνη,ἥξοντα βαιοῦ κοὐχὶ μυρίου χρόνου.,,397.0,ἥκω βαιός κοὐχὶ μυρίος χρόνος
Οἰδίπους,"ὅπως τί δράσῃ,  θύγατερ; ἑρμήνευέ μοι.",,398.0,ὅπως τίς δράω  θυγάτηρ ἑρμήνευέ ἐγώ
Ἰσμήνη,"ὥς σ᾽ ἄγχι γῆς στήσωσι Καδμείας, ὅπως",,399.0,ὡς σ ἄγχι γῆ ἵστημι Καδμεῖος ὅπως
Ἰσμήνη,"κρατῶσι μὲν σοῦ, γῆς δὲ μὴ 'μβαίνῃς ὅρων.",400.0,400.0,κρατέω μέν σύ γῆ δέ μή μβαίνῃς ὅρος
Οἰδίπους,ἡ δ᾽ ὠφέλησις τίς θύρασι κειμένου;,,401.0,ὁ δ ὠφέλησις τις θύρασι κεῖμαι
Ἰσμήνη,κείνοις ὁ τύμβος δυστυχῶν ὁ σὸς βαρύς.,,402.0,κεῖνος ὁ τύμβος δυστυχέω ὁ σός βαρύς
Οἰδίπους,κἄνευ θεοῦ τις τοῦτό γ᾽ ἂν γνώμῃ μάθοι.,,403.0,ἄνω1 θεός τις οὗτος γε ἄν γνώμη μανθάνω
Ἰσμήνη,τούτου χάριν τοίνυν σε προσθέσθαι πέλας,,404.0,οὗτος χάρις τοίνυν σύ προστίθημι πέλας
Ἰσμήνη,"χώρας θέλουσι, μηδ᾽ ἵν᾽ ἂν σαυτοῦ κρατοῖς.",405.0,405.0,χώρα ἐθέλω μηδ ἵνα ἄν σεαυτοῦ κρατέω
Οἰδίπους,ἦ καὶ κατασκιῶσι Θηβαίᾳ κόνει;,,406.0,εἰμί καί κατασκιάζω Θηβαίᾳ κόνις
Ἰσμήνη,"ἀλλ᾽ οὐκ ἐᾷ τοὔμφυλον αἷμά σ᾽, ὦ πάτερ.",,407.0,ἀλλ οὐ ἐάω ἔμφυλος αἷμα σ ὦ πάτηρ
Οἰδίπους,οὐκ ἆρ᾽ ἐμοῦ γε μὴ κρατήσωσίν ποτε.,,408.0,οὐ ἆρ ἐγώ γε μή κρατήσωσίν ποτέ
Ἰσμήνη,ἔσται ποτ᾽ ἆρα τοῦτο Καδμείοις βάρος.,,409.0,εἰμί ποτ ἆρα οὗτος Καδμεῖος βάρος
Οἰδίπους,"ποίας φανείσης, ὦ τέκνον, συναλλαγῆς;",410.0,410.0,ποῖος φαίνω ὦ τέκνον συναλλαγή
Ἰσμήνη,"τῆς σῆς ὑπ᾽ ὀργῆς, σοῖς ὅταν στῶσιν τάφοις.",,411.0,ὁ σός ὑπό ὀργή σός ὅταν ἵστημι τάφος
Οἰδίπους,"ἃ δ᾽ ἐννέπεις, κλύουσα τοῦ λέγεις, τέκνον;",,412.0,ὅς δ ἐνέπω κλύω ὁ λέγω τέκνον
Ἰσμήνη,ἀνδρῶν θεωρῶν Δελφικῆς ἀφ᾽ ἑστίας.,,413.0,ἀνήρ θεωρέω Δελφικῆς ἀπό ἑστία
Οἰδίπους,καὶ ταῦτ᾽ ἐφ᾽ ἡμῖν Φοῖβος εἰρηκὼς κυρεῖ;,,414.0,καί ταῦτ ἐπί ἐγώ Φοῖβος εἰρηκὼς κυρέω
Ἰσμήνη,ὥς φασιν οἱ μολόντες εἰς Θήβης πέδον.,415.0,415.0,ὡς φημί ὁ βλώσκω εἰς Θήβη πέδον
Οἰδίπους,παίδων τις οὖν ἤκουσε τῶν ἐμῶν τάδε;,,416.0,παῖς τις οὖν ἀκούω ὁ ἐμός ὅδε
Ἰσμήνη,"ἄμφω γ᾽ ὁμοίως, κἀξεπίστασθον καλῶς.",,417.0,ἄμφω γε ὅμοιος ἐκἐφίστημι καλός
Οἰδίπους,"κᾆθ᾽ οἱ κάκιστοι τῶνδ᾽ ἀκούσαντες, πάρος",,418.0,εἰμί ὁ κακός τῶνδ ἀκούω πάρος
Οἰδίπους,τοὐμοῦ πόθου προύθεντο τὴν τυραννίδα;,,419.0,ἐγώ πόθος προτίθημι ὁ τυραννίς
Ἰσμήνη,"ἀλγῶ κλύουσα ταῦτ᾽ ἐγώ, φέρω δ᾽ ὅμως.",420.0,420.0,ἀλγέω κλύω ταῦτ ἐγώ φέρω δ ὅμως
Οἰδίπους,ἀλλ᾽ οἱ θεοί σφιν μήτε τὴν πεπρωμένην,,421.0,ἀλλ ὁ θεός σφεῖς μήτε ὁ πόρω
Οἰδίπους,"ἔριν κατασβέσειαν, ἔν τ᾽ ἐμοὶ τέλος",,422.0,ἔρις κατασβέννυμι ἐν τ ἐγώ τέλος
Οἰδίπους,"αὐτοῖν γένοιτο τῆσδε τῆς μάχης πέρι,",,423.0,αὐτός γίγνομαι ὅδε ὁ μάχη περί
Οἰδίπους,ἧς νῦν ἔχονται κἀπαναίρονται δόρυ:,,424.0,ὅς νῦν ἔχω ἐπαναίρω δόρυ
Οἰδίπους,ὡς οὔτ᾽ ἂν ὃς νῦν σκῆπτρα καὶ θρόνους ἔχει,425.0,425.0,ὡς οὔτ ἄν ὅς νῦν σκῆπτρον καί θρόνος ἔχω
Οἰδίπους,μείνειεν οὔτ᾽ ἂν οὑξεληλυθὼς πάλιν,,426.0,μένω οὔτ ἄν οὑξεληλυθὼς πάλιν
Οἰδίπους,ἔλθοι ποτ᾽ αὖθις:  οἵ γε τὸν φύσαντ᾽ ἐμὲ,,427.0,ἔρχομαι ποτ αὖθις  ὅς γε ὁ φύσαντ ἐγώ
Οἰδίπους,οὕτως ἀτίμως πατρίδος ἐξωθούμενον,,428.0,οὕτως ἄτιμος πατρίς ἐξωθέω
Οἰδίπους,"οὐκ ἔσχον οὐδ᾽ ἤμυναν, ἀλλ᾽ ἀνάστατος",,429.0,οὐ ἔχω οὐδ ἀμύνω ἀλλ ἀνάστατος
Οἰδίπους,αὐτοῖς ἐπέμφθην κἀξεκηρύχθην φυγάς.,430.0,430.0,αὐτός πέμπω ἐκκηρύσσω φυγή
Οἰδίπους,εἴποις ἂν ὡς θέλοντι τοῦτ᾽ ἐμοὶ τότε,,431.0,εἶπον ἄν ὡς ἐθέλω τοῦτ ἐγώ τότε
Οἰδίπους,πόλις τὸ δῶρον εἰκότως κατῄνεσεν.,,432.0,πόλις ὁ δῶρον εἰκότως καταινέω
Οἰδίπους,"οὐ δῆτ᾽, ἐπεί τοι τὴν μὲν αὐτίχ᾽ ἡμέραν,",,433.0,οὐ δῆτ ἐπεί σύ ὁ μέν αὐτίχ ἡμέρα
Οἰδίπους,"ὁπηνίκ᾽ ἔζει θυμός, ἥδιστον δέ μοι",,434.0,ὁπηνίκ ζέω θυμός ἡδύς δέ ἐγώ
Οἰδίπους,"τὸ κατθανεῖν ἦν καὶ τὸ λευσθῆναι πέτροις,",435.0,435.0,ὁ καταθνήσκω εἰμί καί ὁ λεύω πέτρος
Οἰδίπους,οὐδεὶς ἔρωτ᾽ ἐς τόνδ᾽ ἐφαίνετ᾽ ὠφελῶν:,,436.0,οὐδείς ἔρωτ εἰς τόνδ ἐφαίνετ ὠφελέω
Οἰδίπους,"χρόνῳ δ᾽, ὅτ᾽ ἤδη πᾶς ὁ μόχθος ἦν πέπων,",,437.0,χρόνος δ ὅτ ἤδη πᾶς ὁ μόχθος εἰμί πέπων
Οἰδίπους,κἀμάνθανον τὸν θυμὸν ἐκδραμόντα μοι,,438.0,μανθάνω ὁ θυμός ἐκτρέχω ἐγώ
Οἰδίπους,"μείζω κολαστὴν τῶν πρὶν ἡμαρτημένων,",,439.0,μέγας κολαστὴν ὁ πρίν ἁμαρτάνω
Οἰδίπους,τὸ τηνίκ᾽ ἤδη τοῦτο μὲν πόλις βίᾳ,440.0,440.0,ὁ τηνίκ ἤδη οὗτος μέν πόλις βία
Οἰδίπους,"ἤλαυνέ μ᾽ ἐκ γῆς χρόνιον, οἱ δ᾽ ἐπωφελεῖν,",,441.0,ἤλαυνέ μ ἐκ γῆ χρόνιος ὁ δ ἐπωφελέω
Οἰδίπους,"οἱ τοῦ πατρός, τῷ πατρὶ δυνάμενοι, τὸ δρᾶν",,442.0,ὁ ὁ πατήρ ὁ πατήρ δύναμαι ὁ δράω
Οἰδίπους,"οὐκ ἠθέλησαν, ἀλλ᾽ ἔπους σμικροῦ χάριν",,443.0,οὐ ἐθέλω ἀλλ ἔπος μικρός χάρις
Οἰδίπους,φυγάς σφιν ἔξω πτωχὸς ἠλώμην ἀεί.,,444.0,φυγή σφεῖς ἔξω πτωχός ἀλάομαι ἀεί
Οἰδίπους,"ἐκ ταῖνδε δ᾽, οὔσαιν παρθένοιν, ὅσον φύσις",445.0,445.0,ἐκ ὅδε δ εἰμί παρθένος ὅσος φύσις
Οἰδίπους,"δίδωσιν αὐταῖν, καὶ τροφὰς ἔχω βίου",,446.0,δίδωμι αὐτός καί τροφή ἔχω βίος
Οἰδίπους,καὶ γῆς ἄδειαν καὶ γένους ἐπάρκεσιν:,,447.0,καί γῆ ἄδεια καί γένος ἐπάρκεσις
Οἰδίπους,τὼ δ᾽ ἀντὶ τοῦ φύσαντος εἱλέσθην θρόνους,,448.0,ὁ δ ἀντί ὁ φύω αἱρέω θρόνος
Οἰδίπους,καὶ σκῆπτρα κραίνειν καὶ τυραννεύειν χθονός.,,449.0,καί σκῆπτρον κραίνω καί τυραννεύω χθών
Οἰδίπους,"ἀλλ᾽ οὔ τι μὴ λάχωσι τοῦδε συμμάχου,",450.0,450.0,ἀλλ οὐ τις μή λαγχάνω ὅδε σύμμαχος
Οἰδίπους,οὐδέ σφιν ἀρχῆς τῆσδε Καδμείας ποτὲ,,451.0,οὐδέ σφεῖς ἀρχή ὅδε Καδμεῖος ποτέ
Οἰδίπους,"ὄνησις ἥξει:  τοῦτ᾽ ἐγῷδα, τῆσδέ τε",,452.0,ὄνησις ἥκω  τοῦτ οἶδα ὅδε τε
Οἰδίπους,μαντεῖ᾽ ἀκούων συννοῶν τε τἀξ ἐμοῦ,,453.0,μαντεῖ ἀκούω συννοέω τε ἐκ ἐγώ
Οἰδίπους,παλαίφαθ᾽ ἁμοὶ Φοῖβος ἤνυσέν ποτε.,,454.0,παλαίφαθ ἁμός Φοῖβος ἤνυσέν ποτέ
Οἰδίπους,πρὸς ταῦτα καὶ Κρέοντα πεμπόντων ἐμοῦ,455.0,455.0,πρός οὗτος καί Κρέων πέμπω ἐγώ
Οἰδίπους,"μαστῆρα, κεἴ τις ἄλλος ἐν πόλει σθένει.",,456.0,μαστήρ εἰ τις ἄλλος ἐν πόλις σθένος
Οἰδίπους,"ἐὰν γὰρ ὑμεῖς, ὦ ξένοι, θέληθ᾽ ὁμοῦ",,457.0,ἐάν γάρ σύ ὦ ξένος θέληθ ὁμοῦ
Οἰδίπους,προστάτισι ταῖς σεμναῖσι δημούχοις θεαῖς,,458.0,προστάτισι ὁ σεμνός δημοῦχος θεά
Οἰδίπους,"ἀλκὴν ποεῖσθαι, τῇδε τῇ πόλει μέγαν",,459.0,ἀλκή ποιέω ὅδε ὁ πόλις μέγας
Οἰδίπους,"σωτῆρ᾽ ἀρεῖσθε, τοῖς δ᾽ ἐμοῖς ἐχθροῖς πόνους.",460.0,460.0,σωτῆρ αἴρω ὁ δ ἐμός ἐχθρός πόνος
Χορός,"ἐπάξιος μέν, Οἰδίπους, κατοικτίσαι,",,461.0,ἐπάξιος μέν Οἰδίπους κατοικτίζω
Χορός,αὐτός τε παῖδές θ᾽ αἵδ᾽:  ἐπεὶ δὲ τῆσδε γῆς,,462.0,αὐτός τε παῖς θ αἵδ  ἐπεί δέ ὅδε γῆ
Χορός,"σωτῆρα σαυτὸν τῷδ᾽ ἐπεμβάλλεις λόγῳ,",,463.0,σωτήρ σαυτοῦ τῷδ ἐπεμβάλλω λόγος
Χορός,παραινέσαι σοι βούλομαι τὰ σύμφορα.,,464.0,παραινέω σύ βούλομαι ὁ σύμφορος
Οἰδίπους,"ὦ φίλταθ᾽, ὡς νῦν πᾶν τελοῦντι προξένει.",465.0,465.0,ὦ φίλταθ ὡς νῦν πᾶς τελέω προξενέω
Χορός,"θοῦ νῦν καθαρμὸν τῶνδε δαιμόνων, ἐφ᾽ ἃς",,466.0,τίθημι νῦν καθαρμὸν ὅδε δαίμων ἐπί ὅς
Χορός,τὸ πρῶτον ἵκου καὶ κατέστειψας πέδον.,,467.0,ὁ πρῶτος ἱκνέομαι καί καταστείβω πέδον
Οἰδίπους,"τρόποισι ποίοις; ὦ ξένοι, διδάσκετε.",,468.0,τρόπος ποῖος ὦ ξένος διδάσκω
Χορός,πρῶτον μὲν ἱερὰς ἐξ ἀειρύτου χοὰς,,469.0,πρῶτος μέν ἱερός ἐκ ἀείρυτος χοή
Χορός,"κρήνης ἐνεγκοῦ,  δι᾽ ὁσίων χειρῶν θιγών.",470.0,470.0,κρήνη φέρω  δι ὅσιος χείρ θιγγάνω
Οἰδίπους,ὅταν δὲ τοῦτο χεῦμ᾽ ἀκήρατον λάβω;,,471.0,ὅταν δέ οὗτος χεῦμ ἀκήρατος λαμβάνω
Χορός,"κρατῆρές εἰσιν, ἀνδρὸς εὔχειρος τέχνη,",,472.0,κρατήρ εἰμί ἀνήρ εὔχειρ τέχνη
Χορός,ὧν κρᾶτ᾽ ἔρεψον καὶ λαβὰς ἀμφιστόμους.,,473.0,ὅς κρᾶτ ἐρέφω καί λαβή ἀμφίστομος
Οἰδίπους,"θαλλοῖσιν ἢ κρόκαισιν, ἢ ποίῳ τρόπῳ;",,474.0,θαλλός ἤ κρόκη ἤ ποῖος τρόπος
Χορός,οἰός γε νεαρᾶς νεοπόκῳ μαλλῷ λαβών.,475.0,475.0,ὄις γε νεαρός νεόποκος μαλλός λαμβάνω
Οἰδίπους,εἶεν:  τὸ δ᾽ ἔνθεν ποῖ τελευτῆσαί με χρή;,,476.0,εἰμί  ὁ δ ἔνθεν ποῖ τελευτάω ἐγώ χρή
Χορός,χοὰς χέασθαι στάντα πρὸς πρώτην ἕω.,,477.0,χοή χέω ἵστημι πρός πρῶτος ἠώς
Οἰδίπους,ἦ τοῖσδε κρωσσοῖς οἷς λέγεις χέω τάδε;,,478.0,εἰμί ὅδε κρωσσός ὅς λέγω χέω ὅδε
Χορός,τρισσάς γε πηγάς:  τὸν τελευταῖον δ᾽ ὅλον.,,479.0,τρισσός γε πηγή  ὁ τελευταῖος δ ὅλοξ
Οἰδίπους,τοῦ τόνδε πλήσας θῶ; δίδασκε καὶ τόδε.,480.0,480.0,ὁ ὅδε πίμπλημι τίθημι διδάσκω καί ὅδε
Χορός,"ὕδατος, μελίσσης:  μηδὲ προσφέρειν μέθυ.",,481.0,ὕδωρ μέλισσα  μηδέ προσφέρω μέθυ
Οἰδίπους,ὅταν δὲ τούτων γῆ μελάμφυλλος τύχῃ;,,482.0,ὅταν δέ οὗτος γῆ μελάμφυλλος τύχη
Χορός,τρὶς ἐννέ᾽ αὐτῇ κλῶνας ἐξ ἀμφοῖν χεροῖν,,483.0,τρίς ἐννέ αὐτός κλών ἐκ ἄμφω χείρ
Χορός,τιθεὶς ἐλαίας τάσδ᾽ ἐπεύχεσθαι λιτάς.,,484.0,τίθημι ἐλαία τάσδ ἐπεύχομαι λιτή
Οἰδίπους,τούτων ἀκοῦσαι βούλομαι:  μέγιστα γάρ.,485.0,485.0,οὗτος ἀκούω βούλομαι  μέγας γάρ
Χορός,"ὥς σφας καλοῦμεν Εὐμενίδας, ἐξ εὐμενῶν",,486.0,ὡς σφεῖς καλέω Εὐμενίδας ἐκ εὐμενής
Χορός,"στέρνων δέχεσθαι τὸν ἱκέτην σωτήριον,",,487.0,στέρνον δέχομαι ὁ ἱκέτης σωτήριος
Χορός,"αἰτοῦ σύ τ᾽ αὐτὸς κεἴ τις ἄλλος ἀντὶ σοῦ,",,488.0,αἰτέω σύ τ αὐτός εἰ τις ἄλλος ἀντί σύ
Χορός,ἄπυστα φωνῶν μηδὲ μηκύνων βοήν:,,489.0,ἄπυστος φωνέω μηδέ μηκύνω βοή
Χορός,ἔπειτ᾽ ἀφέρπειν ἄστροφος.   καὶ ταῦτά σοι,490.0,490.0,ἔπειτ ἀφέρπω ἄστροφος   καί οὗτος σύ
Χορός,δράσαντι θαρσῶν ἂν παρασταίην ἐγώ:,,491.0,δράω θαρσέω ἄν παρίστημι ἐγώ
Χορός,"ἄλλως δὲ δειμαίνοιμ᾽ ἄν, ὦ ξέν᾽, ἀμφὶ σοι.",,492.0,ἄλλως δέ δειμαίνοιμ ἀνά ὦ ξέν ἀμφί σύ
Οἰδίπους,"ὦ παῖδε, κλύετον τῶνδε προσχώρων ξένων;",,493.0,ὦ παῖς κλύω ὅδε πρόσχωρος ξένος
Ἀντιγόνη,ἠκούσαμέν τε χὤ τι δεῖ πρόστασσε δρᾶν.,,494.0,ἠκούσαμέν τε ὅς τις δεῖ προστάσσω δράω
Οἰδίπους,ἐμοὶ μὲν οὐχ ὁδωτά:  λείπομαι γὰρ ἐν,495.0,495.0,ἐγώ μέν οὐ ὁδωτός  λείπω γάρ ἐν
Οἰδίπους,"τῷ μὴ δύνασθαι μήδ᾽ ὁρᾶν, δυοῖν κακοῖν:",,496.0,ὁ μή δύναμαι μήδ ὁράω δύο κακός
Οἰδίπους,σφῷν δ᾽ ἁτέρα μολοῦσα πραξάτω τάδε.,,497.0,σύ δ ἅτερος βλώσκω πράσσω ὅδε
Οἰδίπους,ἀρκεῖν γὰρ οἶμαι κἀντὶ μυρίων μίαν,,498.0,ἀρκέω γάρ οἴομαι κἀντὶ μυρίος εἷς
Οἰδίπους,"ψυχὴν τάδ᾽ ἐκτίνουσαν, ἢν εὔνους παρῇ.",,499.0,ψυχή τάδ ἐκτίνω ἐάν εὔνους πάρειμι
Οἰδίπους,ἀλλ᾽ ἐν τάχει τι πράσσετον:  μόνον δέ με,500.0,500.0,ἀλλ ἐν τάχος τις πράσσω  μόνος δέ ἐγώ
Οἰδίπους,μὴ λείπετ᾽:  οὐ γὰρ ἂν σθένοι τοὐμὸν δέμας,,501.0,μή λείπετ  οὐ γάρ ἄν σθένω ἐμός δέμας
Οἰδίπους,ἔρημον ἕρπειν οὐδ᾽ ὑφηγητοῦ δίχα.,,502.0,ἐρῆμος ἕρπω οὐδ ὑφηγητής δίχα
Ἰσμήνη,ἀλλ᾽ εἶμ᾽ ἐγὼ τελοῦσα:  τὸν τόπον δ᾽ ἵνα,,503.0,ἀλλ εἶμι ἐγώ τελέω  ὁ τόπος δ ἵνα
Ἰσμήνη,"χρῆσταί μ᾽ ἐφευρεῖν, τοῦτο βούλομαι μαθεῖν.",,504.0,χρῆσταί μ ἐφευρίσκω οὗτος βούλομαι μανθάνω
Χορός,"τοὐκεῖθεν ἄλσους, ὦ ξένη, τοῦδ᾽:  ἢν δέ του",505.0,505.0,ἐκεῖθεν ἄλσος ὦ ξένη τοῦδ  ἐάν δέ τις
Χορός,"σπάνιν τιν᾽ ἴσχῃς, ἔστ᾽ ἔποικος ὃς φράσει.",,506.0,σπάνις τιν ἴσχω εἰμί ἔποικος ὅς φράζω
Ἰσμήνη,"χωροῖμ᾽ ἂν ἐς τόδ᾽:  Ἀντιγόνη, σὺ δ᾽ ἐνθάδε",,507.0,χωροῖμ ἄν εἰς τόδ  Ἀντιγόνη σύ δ ἐνθάδε
