Name,Speech,verse_number,inferred_verse_number,lemmata
Οἰδίπους,ποίῳ σὺν ἔργῳ τοῦτ᾽ ἀπειλήσας ἔχεις;,,817.0,ποῖος σύν ἔργον τοῦτ ἀπειλέω ἔχω
Κρέων,παίδοιν δυοῖν σοι τὴν μὲν ἀρτίως ἐγὼ,,818.0,παῖς δύο σύ ὁ μέν ἄρτιος ἐγώ
Κρέων,"ξυναρπάσας ἔπεμψα, τὴν δ᾽ ἄξω τάχα.",,819.0,συναρπάζω πέμπω ὁ δ ἄγω τάχα
Οἰδίπους,οἴμοι.,,820.0,οἴμοι
Κρέων,τάχ᾽ ἕξεις μᾶλλον οἰμώζειν τάδε.,,821.0,τάχ ἕξις μᾶλλον οἰμώζω ὅδε
Οἰδίπους,τὴν παῖδ᾽ ἔχεις μου;,,822.0,ὁ παῖδ ἔχω ἐγώ
Κρέων,τήνδε τ᾽ οὐ μακροῦ χρόνου.,,823.0,ὅδε τ οὐ μακρός χρόνος
Οἰδίπους,"ἰὼ ξένοι, τί δράσετ᾽; ἦ προδώσετε,",,824.0,ἰώ ξένος τίς δράσετ εἰμί προδίδωμι
Οἰδίπους,κοὐκ ἐξελᾶτε τὸν ἀσεβῆ τῆσδε χθονός;,,825.0,οὐ ἐξελαύνω ὁ ἀσεβής ὅδε χθών
Χορός,"χώρει, ξέν᾽, ἔξω θᾶσσον.  οὔτε γὰρ τὰ νῦν",,826.0,χωρέω ξέν ἔξω ταχύς  οὔτε γάρ ὁ νῦν
Χορός,δίκαια πράσσεις οὔθ᾽ ἃ πρόσθεν εἴργασαι.,825.0,825.5,δίκαιος πράσσω οὔθ ὅς πρόσθεν ἐργάζομαι
Κρέων,ὑμῖν ἂν εἴη τήνδε καιρὸς ἐξάγειν,,826.5,σύ ἄν εἰμί ὅδε καιρός ἐξάγω
Κρέων,"ἄκουσαν, εἰ θέλουσα μὴ πορεύεται.",,827.0,ἀκούω εἰ ἐθέλω μή πορεύω
Ἀντιγόνη,"οἴμοι τάλαινα, ποῖ φύγω; ποίαν λάβωθεῶν ἄρηξιν ἢ βροτῶν;",,828.0,οἴμοι τάλας ποῖ φεύγω ποῖος λάβωθεῶν ἄρηξις ἤ βροτός
Χορός,"τί δρᾷς, ξένε;",,829.0,τίς δράω ξένος
Κρέων,"οὐχ ἅψομαι τοῦδ᾽ ἀνδρός, ἀλλὰ τῆς ἐμῆς.",830.0,830.0,οὐ ἅπτω τοῦδ ἀνήρ ἀλλά ὁ ἐμός
Οἰδίπους,ὦ γῆς ἄνακτες.,,831.0,ὦ γῆ ἄναξ
Χορός,"ὦ ξέν᾽, οὐ δίκαια δρᾷς.",,832.0,ὦ ξέν οὐ δίκαιος δράω
Κρέων,δίκαια.,,833.0,δίκαιος
Χορός,πῶς δίκαια;,,834.0,πῶς δίκαιος
Κρέων,τοὺς ἐμοὺς ἄγω.,,835.0,ὁ ἐμός ἄγω
Οἰδίπους,ἰὼ πόλις.,,836.0,ἰώ πόλις
Χορός,"τί δρᾷς, ὦ ξέν᾽; οὐκ ἀφήσεις; τάχ᾽ εἰς βάσανον εἶ χερῶν.",835.0,835.5,τίς δράω ὦ ξέν οὐ ἀφίημι τάχ εἰς βάσανος εἶμι χείρ
Κρέων,εἴργου.,,836.5,ἔργω1
Χορός,"σοῦ μὲν οὔ, τάδε γε μωμένου.",,837.0,σύ μέν οὐ ὅδε γε μῶμαι
Κρέων,"πόλει μαχεῖ γάρ, εἴ τι πημανεῖς ἐμέ.",,838.0,πόλις μάχομαι γάρ εἰ τις πημαίνω ἐγώ
Οἰδίπους,οὐκ ἠγόρευον ταῦτ᾽ ἐγώ;,,839.0,οὐ ἀγορεύω ταῦτ ἐγώ
Χορός,μέθες χεροῖντὴν παῖδα θᾶσσον.,,840.0,μεθίημι χεροῖντὴν παῖς ταχύς
Κρέων,μὴ 'πίτασσ᾽ ἃ μὴ κρατεῖς.,,841.0,μή πίτασσ ὅς μή κρατέω
Χορός,χαλᾶν λέγω σοι.,,842.0,χαλάω λέγω σύ
Κρέων,σοὶ δ᾽ ἔγωγ᾽ ὁδοιπορεῖν.,,843.0,σύ δ ἔγωγ ὁδοιπορέω
Χορός,"πρόβαθ᾽ ὧδε, βᾶτε βᾶτ᾽, ἔντοποι:",,844.0,πρόβαθ ὧδε βαίνω βᾶτ ἔντοπος
Χορός,"πόλις ἐναίρεται, πόλις ἐμά, σθένει:  πρόβαθ᾽ ὧδέ μοι.",,845.0,πόλις ἐναίρω πόλις ἐμός σθένος  πρόβαθ ὧδε ἐγώ
Ἀντιγόνη,"ἀφέλκομαι δύστηνος,  ὦ ξένοι ξένοι.",,846.0,ἀφέλκω δύστηνος  ὦ ξένος ξένος
Οἰδίπους,"ποῦ, τέκνον, εἴ μοι;",,847.0,ποῦ τέκνον εἰ ἐγώ
Ἀντιγόνη,πρὸς βίαν πορεύομαι.,,848.0,πρός βία πορεύω
Οἰδίπους,"ὄρεξον, ὦ παῖ, χεῖρας.",,849.0,ὀρέγω ὦ παῖς χείρ
Ἀντιγόνη,ἀλλ᾽ οὐδὲν σθένω.,,850.0,ἀλλ οὐδείς σθένω
Κρέων,οὐκ ἄξεθ᾽ ὑμεῖς;,,851.0,οὐ ἄξεθ σύ
Οἰδίπους,"ὦ τάλας ἐγώ, τάλας.",,852.0,ὦ τάλας ἐγώ τάλας
Κρέων,οὔκουν ποτ᾽ ἐκ τούτοιν γε μὴ σκήπτροιν ἔτι,,853.0,οὔκουν ποτ ἐκ οὗτος γε μή σκῆπτρον ἔτι
Κρέων,ὁδοιπορήσῃς:  ἀλλ᾽ ἐπεὶ νικᾶν θέλεις,,854.0,ὁδοιπορήσῃς  ἀλλ ἐπεί νικάω ἐθέλω
Κρέων,"πατρίδα τε τὴν σὴν καὶ φίλους, ὑφ᾽ ὧν ἐγὼ",850.0,850.5,πατρίς τε ὁ σός καί φίλος ὑπό ὅς ἐγώ
Κρέων,"ταχθεὶς τάδ᾽ ἔρδω, καὶ τύραννος ὢν ὅμως,",,851.5,τάσσω τάδ ἔρδω καί τύραννος εἰμί ὅμως
Κρέων,"νίκα.  χρόνῳ γάρ, οἶδ᾽ ἐγώ, γνώσει τάδε,",,852.5,νικάω  χρόνος γάρ οἶδ ἐγώ γιγνώσκω ὅδε
Κρέων,ὁθούνεκ᾽ αὐτὸς αὑτὸν οὔτε νῦν καλὰ,,853.5,ὁθούνεκα αὐτός ἑαυτοῦ οὔτε νῦν καλός
Κρέων,"δρᾷς οὔτε πρόσθεν εἰργάσω βίᾳ φίλων,",,854.5,δράω οὔτε πρόσθεν ἐργάζομαι βία φίλος
Κρέων,"ὀργῇ χάριν δούς, ἥ σ᾽ ἀεὶ λυμαίνεται.",855.0,855.0,ὀργή χάρις δίδωμι ὅς σ ἀεί λυμαίνομαι
Χορός,"ἐπίσχες αὐτοῦ,  ξεῖνε.",,856.0,ἐπέχω αὐτός  ξένος
Κρέων,μὴ ψαύειν λέγω.,,857.0,μή ψαύω λέγω
Χορός,"οὔτοι σ᾽ ἀφήσω, τῶνδέ γ᾽ ἐστερημένος.",,858.0,οὔτοι σ ἀφίημι ὅδε γε στερέω
Κρέων,καὶ μεῖζον ἆρα ῥύσιον πόλει τάχα,,859.0,καί μέγας ἆρα ῥυσάω πόλις τάχα
Κρέων,θήσεις:  ἐφάψομαι γὰρ οὐ ταύταιν μόναιν.,,860.0,τίθημι  ἐφάπτω γάρ οὐ οὗτος μόνος
Χορός,ἀλλ᾽ ἐς τί τρέψει;,,861.0,ἀλλ εἰς τίς τρέπω
Κρέων,τόνδ᾽ ἀπάξομαι λαβών.,,862.0,τόνδ ἀπάγω λαμβάνω
Χορός,δεινὸν λέγοις ἄν.,,863.0,δεινός λέγω ἀνά
Κρέων,τοῦτο νῦν πεπράξεται.,,864.0,οὗτος νῦν πράσσω
Χορός,ἢν μή σ᾽ ὁ κραίνων τῆσδε γῆς ἀπειργάθῃ.,,865.0,ἐάν μή σ ὁ κραίνω ὅδε γῆ ἀπείργαθον
Οἰδίπους,"ὦ φθέγμ᾽ ἀναιδές, ἦ σὺ γὰρ ψαύσεις ἐμοῦ;",,866.0,ὦ φθέγμ ἀναιδής εἰμί σύ γάρ ψαύω ἐγώ
Κρέων,αὐδῶ σιωπᾶν.,,867.0,αὐδάω σιωπάω
Οἰδίπους,μὴ γὰρ αἵδε δαίμονες,,868.0,μή γάρ ὅδε δαίμων
Οἰδίπους,"θεῖέν μ᾽ ἄφωνον τῆσδε τῆς ἀρᾶς ἔτι,",865.0,865.5,θεῖέν μ ἄφωνος ὅδε ὁ ἀρή ἔτι
Οἰδίπους,"ὅς μ᾽, ὦ κάκιστε, ψιλὸν ὄμμ᾽ ἀποσπάσας",,866.5,ὅς μ ὦ κακός ψιλός ὄμμ ἀποσπάω
Οἰδίπους,πρὸς ὄμμασιν τοῖς πρόσθεν ἐξοίχει βίᾳ.,,867.5,πρός ὄμμα ὁ πρόσθεν ἐξοίχει βία
Οἰδίπους,τοιγὰρ σέ τ᾽ αὐτὸν καὶ γένος τὸ σὸν θεῶν,,868.5,τοιγάρ σύ τ αὐτός καί γένος ὁ σός θεός
Οἰδίπους,ὁ πάντα λεύσσων Ἥλιος δοίη βίον,,869.0,ὁ πᾶς λεύσσω ἥλιος δίδωμι βίος
Οἰδίπους,τοιοῦτον οἷον κἀμὲ γηρᾶναί ποτε.,870.0,870.0,τοιοῦτος οἷος ἐγώ γηρᾶναί ποτέ
Κρέων,"ὁρᾶτε ταῦτα, τῆσδε γῆς ἐγχώριοι;",,871.0,ὁράω οὗτος ὅδε γῆ ἐγχώριος
Οἰδίπους,"ὁρῶσι κἀμὲ καὶ σέ, καὶ φρονοῦσ᾽ ὅτι",,872.0,ὁράω ἐγώ καί σύ καί φρονοῦσ ὅτι
Οἰδίπους,ἔργοις πεπονθὼς ῥήμασίν σ᾽ ἀμύνομαι.,,873.0,ἔργον πάσχω ῥήμασίν σ ἀμύνω
Κρέων,"οὔτοι καθέξω θυμόν, ἀλλ᾽ ἄξω βίᾳ",,874.0,οὔτοι κατέχω θυμός ἀλλ ἄγω βία
Κρέων,κεἰ μοῦνός εἰμι τόνδε καὶ χρόνῳ βραδύς.,875.0,875.0,εἰ μοῦνός εἰμί ὅδε καί χρόνος βραδύς
Οἰδίπους,ἰὼ τάλας.,,876.0,ἰώ τάλας
Χορός,"ὅσον λῆμ᾽ ἔχων ἀφίκου, ξέν᾽, εἰ τάδε δοκεῖς τελεῖν.",,877.0,ὅσος λῆμ ἔχω ἀφικνέομαι ξέν εἰ ὅδε δοκέω τελέω
Κρέων,δοκῶ.,,878.0,δοκέω
Χορός,τάνδ᾽ ἄρ᾽ οὐκέτι νεμῶ πόλιν.,,879.0,τάνδ ἄρα οὐκέτι νέμω πόλις
Κρέων,τοῖς τοι δικαίοις χὠ βραχὺς νικᾷ μέγαν.,880.0,880.0,ὁ σύ δίκαιος ὁ βραχύς νικάω μέγας
Οἰδίπους,ἀκούεθ᾽ οἷα φθέγγεται;,,881.0,ἀκούεθ οἷος φθέγγομαι
Χορός,τά γ᾽ οὐ τελεῖ.ἴστω μέγας Ζεύς.,,882.0,ὁ γε οὐ τελεῖἴστω μέγας Ζεύς
Κρέων,"Ζεύς γ᾽ ἂν εἰδείη, σὺ δ᾽ οὔ.",,883.0,Ζεύς γε ἄν οἶδα σύ δ οὐ
Χορός,ἆρ᾽ οὐχ ὕβρις τάδ᾽;,,884.0,ἆρ οὐ ὕβρις τάδ
Κρέων,"ὕβρις, ἀλλ᾽ ἀνεκτέα.",,885.0,ὕβρις ἀλλ ἀνεκτέον
Χορός,"ἰὼ πᾶς λεώς, ἰὼ γᾶς πρόμοι,",,886.0,ἰώ πᾶς λαός ἰώ γῆ πρόμος
Χορός,"μόλετε σὺν τάχει, μόλετ᾽, ἐπεὶ πέραν περῶσ᾽ οἵδε δή.",885.0,885.5,βλώσκω σύν τάχος μόλετ ἐπεί πέραν περῶσ ὅδε δή
Οἰδίπους,τίς ποθ᾽ ἡ βοή; τί τοὔργον; ἐκ τίνος φόβου ποτὲ,,886.5,τις ποθ ὁ βοή τίς ἔργον ἐκ τίς φόβος ποτέ
Οἰδίπους,βουθυτοῦντά μ᾽ ἀμφὶ βωμὸν ἔσχετ᾽ ἐναλίῳ θεῷ,,887.0,βουθυτοῦντά μ ἀμφί βωμός ἔσχετ ἐνάλιος θεός
Οἰδίπους,"τοῦδ᾽ ἐπιστάτῃ Κολωνοῦ; λέξαθ᾽, ὡς εἰδῶ τὸ πᾶν,",,888.0,τοῦδ ἐπιστάτης Κολωνοῦ λέξαθ ὡς οἶδα ὁ πᾶς
Οἰδίπους,οὗ χάριν δεῦρ᾽ ᾖξα θᾶσσον ἢ καθ᾽ ἡδονὴν ποδός.,890.0,890.0,ἵημι χάρις δεῦρ ἀίσσω ταχύς ἤ κατά ἡδονή πούς
Οἰδίπους,"ὦ φίλτατ᾽, ἔγνων γὰρ τὸ προσφώνημά σου,",,891.0,ὦ φίλτατ γιγνώσκω γάρ ὁ προσφώνημά σύ
Οἰδίπους,πέπονθα δεινὰ τοῦδ᾽ ὑπ᾽ ἀνδρὸς ἀρτίως.,,892.0,πάσχω δεινός τοῦδ ὑπό ἀνήρ ἄρτιος
Θησεύς,"τὰ ποῖα ταῦτα, τίς δ᾽ ὁ πημήνας; λέγε.",,893.0,ὁ ποῖος οὗτος τις δ ὁ πημαίνω λέγω
Οἰδίπους,"Κρέων ὅδ᾽, ὃν δέδορκας, οἴχεται τέκνων",,894.0,Κρέων ὅδ ὅς δέρκομαι οἴχομαι τέκνον
Οἰδίπους,ἀποσπάσας μου τὴν μόνην ξυνωρίδα.,895.0,895.0,ἀποσπάω ἐγώ ὁ μόνος ξυνωρίς
Θησεύς,πῶς εἶπας;,,896.0,πῶς εἶπον
Οἰδίπους,οἷά περ πέπονθ᾽ ἀκήκοας.,,897.0,οἷος περί πέπονθ ἀκούω
Θησεύς,οὔκουν τις ὡς τάχιστα προσπόλων μολὼν,,898.0,οὔκουν τις ὡς ταχύς πρόσπολος βλώσκω
Θησεύς,"πρὸς τούσδε βωμούς, πάντ᾽ ἀναγκάσει λεὼν",,899.0,πρός ὅδε βωμός πάντ ἀναγκάζω λαός
Θησεύς,ἄνιππον ἱππότην τε θυμάτων ἄπο,,900.0,ἄνιππος ἱππότης τε θῦμα ἀπό
Θησεύς,"σπεύδειν ἀπὸ ῥυτῆρος, ἔνθα δίστομοι",900.0,900.5,σπεύδω ἀπό ῥυτήρ ἔνθα δίστομος
Θησεύς,"μάλιστα συμβάλλουσιν ἐμπόρων ὁδοί,",,901.0,μάλιστα συμβάλλω ἔμπορος ὁδόω
Θησεύς,"ὡς μὴ παρέλθωσ᾽ αἱ κόραι, γέλως δ᾽ ἐγὼ",,902.0,ὡς μή παρέλθωσ ὁ κόρη γέλως δ ἐγώ
Θησεύς,"ξένῳ γένωμαι τῷδε, χειρωθεὶς βίᾳ.",,903.0,ξένος γίγνομαι ὅδε χειρόω βία
Θησεύς,"ἴθ᾽, ὡς ἄνωγα, σὺν τάχει.  τοῦτον δ᾽ ἐγώ,",,904.0,εἶμι ὡς ἄνωγα σύν τάχος  οὗτος δ ἐγώ
Θησεύς,"εἰ μὲν δι᾽ ὀργῆς ἧκον, ἧς ὅδ᾽ ἄξιος,",905.0,905.0,εἰ μέν δι ὀργή ἥκω ὅς ὅδ ἄξιος
Θησεύς,ἄτρωτον οὐ μεθῆκ᾽ ἂν ἐξ ἐμῆς χερός.,,906.0,ἄτρωτος οὐ μεθῆκ ἄν ἐκ ἐμός χείρ
Θησεύς,"νῦν δ᾽ οὕσπερ αὐτὸς τοὺς νόμους εἰσῆλθ᾽ ἔχων,",,907.0,νῦν δ ὅς αὐτός ὁ νόμος εἰσῆλθ ἔχω
Θησεύς,τούτοισι κοὐκ ἄλλοισιν ἁρμοσθήσεται.,,908.0,οὗτος οὐ ἄλλος ἁρμόζω
Θησεύς,"οὐ γάρ ποτ᾽ ἔξει τῆσδε τῆς χώρας, πρὶν ἂν",,909.0,οὐ γάρ ποτ ξέω ὅδε ὁ χώρα πρίν ἄν
Θησεύς,κείνας ἐναργεῖς δεῦρό μοι στήσῃς ἄγων:,910.0,910.0,ἐκεῖνος ἐναργής δεῦρο ἐγώ ἵστημι ἄγω
Θησεύς,ἐπεὶ δέδρακας οὔτ᾽ ἐμοῦ καταξίως,,911.0,ἐπεί δράω οὔτ ἐγώ κατάξιος
Θησεύς,οὔθ᾽ ὧν πέφυκας αὐτὸς οὔτε σῆς χθονός:,,912.0,οὔθ ὅς φύω αὐτός οὔτε σός χθών
Θησεύς,ὅστις δίκαι᾽ ἀσκοῦσαν εἰσελθὼν πόλιν,,913.0,ὅστις δίκη ἀσκέω εἰσέρχομαι πόλις
Θησεύς,"κἄνευ νόμου κραίνουσαν οὐδέν, εἶτ᾽ ἀφεὶς",,914.0,ἄνω1 νόμος κραίνω οὐδείς εἰμί ἀφίημι
Θησεύς,"τὰ τῆσδε τῆς γῆς κύρι᾽, ὧδ᾽ ἐπεισπεσὼν",915.0,915.0,ὁ ὅδε ὁ γῆ κύρι ὧδ ἐπεισπεσὼν
Θησεύς,"ἄγεις θ᾽ ἃ χρῄζεις καὶ παρίστασαι βίᾳ,",,916.0,ἄγω θ ὅς χρῄζω καί παρίστημι βία
Θησεύς,καί μοι πόλιν κένανδρον ἢ δούλην τινὰ,,917.0,καί ἐγώ πόλις κένανδρος ἤ δούλη τις
Θησεύς,ἔδοξας εἶναι κἄμ᾽ ἴσον τῷ μηδενί.,,918.0,δοκέω εἰμί κἄμ ἴσος ὁ μηδείς
Θησεύς,καίτοι σε Θῆβαί γ᾽ οὐκ ἐπαίδευσαν κακόν:,,919.0,καίτοι σύ Θῆβαί γε οὐ παιδεύω κακός
Θησεύς,"οὐ γὰρ φιλοῦσιν ἄνδρας ἐκδίκους τρέφειν,",920.0,920.0,οὐ γάρ φιλέω ἀνήρ ἔκδικος τρέφω
Θησεύς,"οὐδ᾽ ἄν σ᾽ ἐπαινέσειαν, εἰ πυθοίατο",,921.0,οὐδ ἀνά σ ἐπαινέω εἰ πυνθάνομαι
Θησεύς,"συλῶντα τἀμὰ καὶ τὰ τῶν θεῶν, βίᾳ",,922.0,συλάω ἐμός καί ὁ ὁ θεός βία
Θησεύς,ἄγοντα φωτῶν ἀθλίων ἱκτήρια.,,923.0,ἄγω φώς ἄθλιος ἱκετήριος
Θησεύς,"οὔκουν ἔγωγ᾽ ἂν σῆς ἐπεμβαίνων χθονός,",,924.0,οὔκουν ἔγωγ ἄν σός ἐπεμβαίνω χθών
Θησεύς,"οὐδ᾽ εἰ τὰ πάντων εἶχον ἐνδικώτατα,",925.0,925.0,οὐδ εἰ ὁ πᾶς ἔχω ἔνδικος
Θησεύς,"ἄνευ γε τοῦ κραίνοντος, ὅστις ἦν, χθονὸς",,926.0,ἄνευ γε ὁ κραίνω ὅστις εἰμί χθών
Θησεύς,"οὔθ᾽ εἷλκον οὔτ᾽ ἂν ἦγον, ἀλλ᾽ ἠπιστάμην",,927.0,οὔθ ἕλκω οὔτ ἄν ἄγω ἀλλ ἐπίσταμαι
Θησεύς,ξένον παρ᾽ ἀστοῖς ὡς διαιτᾶσθαι χρεών.,,928.0,ξένος παρ ἀστός ὡς διαιτάω χρεών
Θησεύς,σὺ δ᾽ ἀξίαν οὐκ οὖσαν αἰσχύνεις πόλιν,,929.0,σύ δ ἄξιος οὐ εἰμί αἰσχύνω πόλις
Θησεύς,"τὴν αὐτὸς αὑτοῦ, καί σ᾽ ὁ πληθύων χρόνος",930.0,930.0,ὁ αὐτός ἑαυτοῦ καί σ ὁ πληθύω χρόνος
Θησεύς,γέρονθ᾽ ὁμοῦ τίθησι καὶ τοῦ νοῦ κενόν.,,931.0,γέρονθ ὁμοῦ τίθημι καί ὁ νόος κενός
Θησεύς,"εἶπον μὲν οὖν καὶ πρόσθεν, ἐννέπω δὲ νῦν,",,932.0,εἶπον μέν οὖν καί πρόσθεν ἐνέπω δέ νῦν
Θησεύς,"τὰς παῖδας ὡς τάχιστα δεῦρ᾽ ἄγειν τινά,",,933.0,ὁ παῖς ὡς ταχύς δεῦρ ἄγω τις
Θησεύς,εἰ μὴ μέτοικος τῆσδε τῆς χώρας θέλεις,,934.0,εἰ μή μέτοικος ὅδε ὁ χώρα ἐθέλω
Θησεύς,εἶναι βίᾳ τε κοὐχ ἑκών:  καὶ ταῦτά σοι,935.0,935.0,εἰμί βία τε οὐ ἑκών  καί οὗτος σύ
Θησεύς,τῷ νῷ θ᾽ ὁμοίως κἀπὸ τῆς γλώσσης λέγω.,,936.0,ὁ νόος θ ὅμοιος ἀπό ὁ γλῶσσα λέγω
Χορός,"ὁρᾷς ἵν᾽ ἥκεις, ὦ ξέν᾽; ὡς ἀφ᾽ ὧν μὲν εἶ",,937.0,ὁράω ἵνα ἥκω ὦ ξέν ὡς ἀπό ὅς μέν εἶμι
Χορός,"φαίνει δίκαιος, δρῶν δ᾽ ἐφευρίσκει κακά.",,938.0,φαίνω δίκαιος δράω δ ἐφευρίσκω κακός
Κρέων,"ἐγὼ οὔτ᾽ ἄνανδρον τήνδε τὴν πόλιν νέμων,",,939.0,ἐγώ οὔτ ἄνανδρος ὅδε ὁ πόλις νέμω
Κρέων,"ὦ τέκνον Αἰγέως, οὔτ᾽ ἄβουλον, ὡς σὺ φῄς,",940.0,940.0,ὦ τέκνον Αἰγέως οὔτ ἄβουλος ὡς σύ φημί
Κρέων,"τοὔργον τόδ᾽ ἐξέπραξα, γιγνώσκων δ᾽ ὅτι",,941.0,ἔργον τόδ ἐκπράσσω γιγνώσκω δ ὅτι
Κρέων,οὐδείς ποτ᾽ αὐτοὺς τῶν ἐμῶν ἂν ἐμπέσοι,,942.0,οὐδείς ποτ αὐτός ὁ ἐμός ἄν ἐμπίτνω
Κρέων,"ζῆλος ξυναίμων, ὥστ᾽ ἐμοῦ τρέφειν βίᾳ.",,943.0,ζῆλος σύναιμος ὥστ ἐγώ τρέφω βία
Κρέων,ᾔδη δ᾽ ὁθούνεκ᾽ ἄνδρα καὶ πατροκτόνον,,944.0,οἶδα δ ὁθούνεκα ἀνήρ καί πατροκτόνος
Κρέων,"κἄναγνον οὐ δεξοίατ᾽, οὐδ᾽ ὅτῳ γάμοι",945.0,945.0,ἄναγνος οὐ δεξοίατ οὐδ ὅστις γάμος
Κρέων,ξυνόντες ηὑρέθησαν ἀνόσιοι τέκνων.,,946.0,σύνειμι1 εὑρίσκω ἀνόσιος τέκνον
Κρέων,τοιοῦτον αὐτοῖς Ἄρεος εὔβουλον πάγον,,947.0,τοιοῦτος αὐτός Ἄρης εὔβουλος πάγος
Κρέων,"ἐγὼ ξυνῄδη χθόνιον ὄνθ᾽, ὃς οὐκ ἐᾷ",,948.0,ἐγώ σύνοιδα χθόνιος εἰμί ὅς οὐ ἐάω
Κρέων,τοιούσδ᾽ ἀλήτας τῇδ᾽ ὁμοῦ ναίειν πόλει:,,949.0,τοιούσδ ἀλήτης τῇδ ὁμοῦ ναίω πόλις
Κρέων,ᾧ πίστιν ἴσχων τήνδ᾽ ἐχειρούμην ἄγραν.,950.0,950.0,ὅς πίστις ἴσχω τήνδ χειρόω ἄγρα
Κρέων,"καὶ ταῦτ᾽ ἂν οὐκ ἔπρασσον, εἰ μή μοι πικρὰς",,951.0,καί ταῦτ ἄν οὐ πράσσω εἰ μή ἐγώ πικρός
Κρέων,αὐτῷ τ᾽ ἀρὰς ἠρᾶτο καὶ τὠμῷ γένει:,,952.0,αὐτός τ ἀρά ἀράομαι καί ἐμός γένος
Κρέων,ἀνθ᾽ ὧν πεπονθὼς ἠξίουν τάδ᾽ ἀντιδρᾶν.,,953.0,ἀνθ ὅς πάσχω ἀξιόω τάδ ἀντιδράω
Κρέων,θυμοῦ γὰρ οὐδὲν γῆράς ἐστιν ἄλλο πλὴν,,954.0,θυμός γάρ οὐδείς γῆρας εἰμί ἄλλος πλήν
Κρέων,θανεῖν:  θανόντων δ᾽ οὐδὲν ἄλγος ἅπτεται.,955.0,955.0,θνήσκω  θνήσκω δ οὐδείς ἄλγος ἅπτω
Κρέων,πρὸς ταῦτα πράξεις οἷον ἂν θέλῃς:  ἐπεὶ,,956.0,πρός οὗτος πρᾶξις οἷος ἄν ἐθέλω  ἐπεί
Κρέων,"ἐρημία με, κεἰ δίκαι᾽, ὅμως λέγω,",,957.0,ἐρημία ἐγώ εἰ δίκη ὅμως λέγω
Κρέων,"σμικρὸν τίθησι: πρὸς δὲ τὰς πράξεις ὅμως,",,958.0,σμικρός τίθημι πρός δέ ὁ πρᾶξις ὅμως
Κρέων,"καὶ τηλικόσδ᾽ ὤν, ἀντιδρᾶν πειράσομαι.",,959.0,καί τηλικόσδ εἰμί ἀντιδράω πειράω
Οἰδίπους,"ὦ λῆμ᾽ ἀναιδές, τοῦ καθυβρίζειν δοκεῖς,",960.0,960.0,ὦ λῆμ ἀναιδής ὁ καθυβρίζω δοκέω
Οἰδίπους,"πότερον ἐμοῦ γέροντος ἢ σαυτοῦ, τόδε;",,961.0,πότερος ἐγώ γέρων ἤ σεαυτοῦ ὅδε
Οἰδίπους,ὅστις φόνους μοι καὶ γάμους καὶ συμφορὰς,,962.0,ὅστις φόνος ἐγώ καί γάμος καί συμφορά
Οἰδίπους,"τοῦ σοῦ διῆκας στόματος, ἃς ἐγὼ τάλας",,963.0,ὁ σύ διίημι στόμα ὅς ἐγώ τάλας
Οἰδίπους,"ἤνεγκον ἄκων:  θεοῖς γὰρ ἦν οὕτω φίλον,",,964.0,φέρω ἄκων  θεός γάρ εἰμί οὕτως φίλος
Οἰδίπους,τάχ᾽ ἄν τι μηνίουσιν εἰς γένος πάλαι.,965.0,965.0,τάχ ἀνά τις μηνίω εἰς γένος πάλαι
Οἰδίπους,ἐπεὶ καθ᾽ αὑτόν γ᾽ οὐκ ἂν ἐξεύροις ἐμοὶ,,966.0,ἐπεί κατά ἑαυτοῦ γε οὐ ἄν ἐξευρίσκω ἐγώ
Οἰδίπους,"ἁμαρτίας ὄνειδος οὐδέν, ἀνθ᾽ ὅτου",,967.0,ἁμαρτία ὄνειδος οὐδείς ἀνθ ὅστις
Οἰδίπους,τάδ᾽ εἰς ἐμαυτὸν τοὺς ἐμούς θ᾽ ἡμάρτανον.,,968.0,τάδ εἰς ἐμαυτοῦ ὁ ἐμός θ ἁμαρτάνω
Οἰδίπους,"ἐπεὶ δίδαξον, εἴ τι θέσφατον πατρὶ",,969.0,ἐπεί διδάσκω εἰ τις θέσφατος πατήρ
Οἰδίπους,"χρησμοῖσιν ἱκνεῖθ᾽ ὥστε πρὸς παίδων θανεῖν,",970.0,970.0,χρησμός ἱκνεῖθ ὥστε πρός παῖς θνήσκω
Οἰδίπους,"πῶς ἂν δικαίως τοῦτ᾽ ὀνειδίζοις ἐμοί,",,971.0,πῶς ἄν δίκαιος τοῦτ ὀνειδίζω ἐγώ
Οἰδίπους,"ὃς οὔτε βλάστας πω γενεθλίους πατρός,",,972.0,ὅς οὔτε βλάστη πω γενέθλιος πατήρ
Οἰδίπους,"οὐ μητρὸς εἶχον, ἀλλ᾽ ἀγέννητος τότ᾽ ἦ;",,973.0,οὐ μήτηρ ἔχω ἀλλ ἀγέννητος τότ εἰμί
Οἰδίπους,"εἰ δ᾽ αὖ φανεὶς δύστηνος, ὡς ἐγὼ 'φάνην,",,974.0,εἰ δ αὖ φαίνω δύστηνος ὡς ἐγώ φαίνω
Οἰδίπους,"ἐς χεῖρας ἦλθον πατρὶ καὶ κατέκτανον,",,975.0,εἰς χείρ ἔρχομαι πατήρ καί κατακτείνω
