lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_lower
ἀεί,19,19.0,35.0,5.0,4.433814755570341,10.0,28.0,7739,0.0006460783046905285,0.001292156609381057,0.002455097557824008,0.0036180385062669594,0.004522548132833699,Ajax,ἀεί
μέν,50,50.0,70.0,30.0,6.880201510651619,37.0,63.0,7739,0.003876469828143171,0.004780979454709911,0.006460783046905285,0.00814058663910066,0.009045096265667399,Ajax,μέν
εἰμί,164,164.0,204.0,132.0,12.085220703014052,140.0,188.0,7739,0.01705646724382995,0.018090192531334797,0.021191368393849334,0.02429254425636387,0.02635999483137356,Ajax,εἰμί
παῖς,25,25.0,44.0,7.0,5.096421929502745,15.0,35.0,7739,0.0009045096265667399,0.0019382349140715854,0.0032303915234526423,0.004522548132833699,0.0056854890812766505,Ajax,παῖς
Λαέρτης,4,4.0,12.0,0.0,1.9837184430102124,0.0,8.0,7739,0.0,0.0,0.0005168626437524228,0.0010337252875048455,0.0015505879312572683,Ajax,λαέρτης
δέρκομαι,4,4.0,12.0,0.0,1.972048433729513,0.0,8.0,7739,0.0,0.0,0.0005168626437524228,0.0010337252875048455,0.0015505879312572683,Ajax,δέρκομαι
σός,101,100.0,133.0,71.0,9.833101551081741,81.0,119.0,7739,0.009174311926605505,0.010466468535986562,0.013050781754748676,0.015376663651634578,0.017185682904768056,Ajax,σός
πείρω,4,4.0,11.0,0.0,1.9793650784749421,0.0,8.0,7739,0.0,0.0,0.0005168626437524228,0.0010337252875048455,0.0014213722703191626,Ajax,πείρω
τίνω,11,11.0,22.0,2.0,3.3423953078004396,4.0,18.0,7739,0.0002584313218762114,0.0005168626437524228,0.0014213722703191626,0.0023258818968859025,0.0028427445406383253,Ajax,τίνω
ἔχθρα,6,6.0,16.0,0.0,2.442129399519199,1.0,11.0,7739,0.0,0.0001292156609381057,0.0007752939656286342,0.0014213722703191626,0.002067450575009691,Ajax,ἔχθρα
ἁρπάζω,1,1.0,6.0,0.0,1.0455146575256125,0.0,3.0,7739,0.0,0.0,0.0001292156609381057,0.0003876469828143171,0.0007752939656286342,Ajax,ἁρπάζω
θηράω,1,1.0,7.0,0.0,0.9757386607416629,0.0,3.0,7739,0.0,0.0,0.0001292156609381057,0.0003876469828143171,0.0009045096265667399,Ajax,θηράω
καί,151,151.0,185.0,115.0,11.933196253610046,128.0,174.0,7739,0.014859801007882156,0.01653960460007753,0.01951156480165396,0.022483525003230392,0.023904897273549556,Ajax,καί
νῦν,39,39.0,64.0,21.0,6.14729881470575,27.0,51.0,7739,0.0027135288797002196,0.0034888228453288537,0.005039410776586122,0.00658999870784339,0.008269802300038764,Ajax,νῦν
ἐπί,17,17.0,35.0,6.0,4.155571588214457,9.0,25.0,7739,0.0007752939656286342,0.0011629409484429512,0.002196666235947797,0.0032303915234526423,0.004522548132833699,Ajax,ἐπί
σκηνάω,5,5.0,14.0,0.0,2.2141525531163224,1.0,9.0,7739,0.0,0.0001292156609381057,0.0006460783046905285,0.0011629409484429512,0.0018090192531334797,Ajax,σκηνάω
ναυτικός,3,3.0,11.0,0.0,1.72591286708664,0.0,6.0,7739,0.0,0.0,0.0003876469828143171,0.0007752939656286342,0.0014213722703191626,Ajax,ναυτικός
ὅρος,8,8.0,22.0,0.0,2.896959720875598,2.0,14.0,7739,0.0,0.0002584313218762114,0.0010337252875048455,0.0018090192531334797,0.0028427445406383253,Ajax,ὅρος
Αἴας,40,40.0,63.0,21.0,6.280513128307683,28.0,52.0,7739,0.0027135288797002196,0.0036180385062669594,0.005168626437524228,0.006719214368781496,0.00814058663910066,Ajax,αἴας
ἔνθα,6,6.0,14.0,0.0,2.432031911957411,1.0,11.0,7739,0.0,0.0001292156609381057,0.0007752939656286342,0.0014213722703191626,0.0018090192531334797,Ajax,ἔνθα
