lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_lower
δέω2,1,1.0,8.0,0.0,1.0216047786087943,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0007927856505797245,Oedipus Colonus,δέω2
προστάτης,1,1.0,5.0,0.0,0.990886544391508,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,προστάτης
στυγνός,2,2.0,7.0,0.0,1.4275993695851648,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0006936874442572589,Oedipus Colonus,στυγνός
ἀλγίων,1,1.0,5.0,0.0,0.9767271901590556,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀλγίων
ἐξανέχω,1,1.0,5.0,0.0,0.9972760102195584,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἐξανέχω
λυπηρός,1,1.0,5.0,0.0,1.0022761308928008,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,λυπηρός
ἔχθιστος,1,1.0,6.0,0.0,0.9565140254690889,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ἔχθιστος
προσβάλλω,1,1.0,5.0,0.0,0.9813006924236062,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,προσβάλλω
πρόνοια,1,1.0,6.0,0.0,1.0130339393316308,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,πρόνοια
φυλακτέος,1,1.0,6.0,0.0,1.05514012307403,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,φυλακτέος
παρέχω,3,3.0,11.0,0.0,1.70053056303149,0.0,6.0,10091,0.0,0.0,0.0002972946189673967,0.0005945892379347934,0.0010900802695471212,Oedipus Colonus,παρέχω
