lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_lower
εἰμί,201,201.0,254.0,165.0,14.001018658530652,174.0,228.0,8034,0.020537714712471993,0.021657953696788648,0.02501867064973861,0.028379387602688575,0.03161563355738113,Electra,εἰμί
ὁ,325,325.0,370.0,257.0,17.349759647907515,291.0,359.0,8034,0.03198904655215335,0.036221060492905154,0.040453074433656956,0.044685088374408766,0.04605426935524023,Electra,ὁ
στρατηγέω,1,1.0,5.0,0.0,0.9996602819561651,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,στρατηγέω
ἐν,61,61.0,88.0,40.0,7.865077149109127,46.0,76.0,8034,0.004978839930296241,0.005725665919840677,0.007592730893701768,0.009459795867562858,0.01095344784665173,Electra,ἐν
Τροία,1,1.0,5.0,0.0,0.9214829727840169,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,τροία
πότε,42,42.0,65.0,20.0,6.580106700943701,29.0,55.0,8034,0.0024894199651481204,0.0036096589494647746,0.005227781926811053,0.006845904904157331,0.008090614886731391,Electra,πότε
Ἀγαμέμνων,4,4.0,12.0,0.0,1.9898192428913284,0.0,8.0,8034,0.0,0.0,0.0004978839930296241,0.0009957679860592482,0.0014936519790888724,Electra,ἀγαμέμνων
παῖς,16,16.0,30.0,4.0,3.976930728838261,8.0,24.0,8034,0.0004978839930296241,0.0009957679860592482,0.0019915359721184964,0.002987303958177745,0.0037341299477221808,Electra,παῖς
νῦν,59,59.0,83.0,37.0,7.487301003945034,44.0,74.0,8034,0.004605426935524023,0.005476723923325865,0.007343788897186955,0.009210853871048046,0.0103310928553647,Electra,νῦν
ἐκεῖνος,38,38.0,60.0,21.0,6.106588211138817,26.0,50.0,8034,0.0026138909634055266,0.003236245954692557,0.004729897933781429,0.006223549912870301,0.0074682598954443615,Electra,ἐκεῖνος
ἔξεστι,4,4.0,13.0,0.0,2.0205542211579877,0.0,8.0,8034,0.0,0.0,0.0004978839930296241,0.0009957679860592482,0.0016181229773462784,Electra,ἔξεστι
σός,116,115.0,153.0,76.0,10.771549828798348,94.0,136.0,8034,0.009459795867562858,0.011700273836196167,0.014438635797859098,0.01692805576300722,0.019044062733383122,Electra,σός
πάρειμι,27,27.0,44.0,13.0,5.149524870665875,17.0,37.0,8034,0.0016181229773462784,0.0021160069703759026,0.0033607169529499626,0.004605426935524023,0.005476723923325865,Electra,πάρειμι
λεύσσω,3,3.0,10.0,0.0,1.736133589376071,0.0,6.0,8034,0.0,0.0,0.0003734129947722181,0.0007468259895444362,0.0012447099825740602,Electra,λεύσσω
ὅς,188,189.0,250.0,149.0,13.744260304166655,162.0,216.0,8034,0.018546178740353497,0.020164301717699777,0.023400547672392333,0.0268857356235997,0.031117749564351507,Electra,ὅς
πρόθυμος,1,1.0,7.0,0.0,1.0285834997626668,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0008712969878018422,Electra,πρόθυμος
ἔσθω,5,5.0,12.0,0.0,2.136554968370141,1.0,9.0,8034,0.0,0.00012447099825740602,0.0006223549912870301,0.0011202389843166542,0.0014936519790888724,Electra,ἔσθω
ἀεί,24,24.0,45.0,10.0,4.656028500621684,15.0,33.0,8034,0.0012447099825740602,0.0018670649738610904,0.002987303958177745,0.004107542942494399,0.005601194921583271,Electra,ἀεί
γάρ,132,132.0,169.0,100.0,11.140857834418016,110.0,154.0,8034,0.012447099825740602,0.013691809808314663,0.016430171769977596,0.019168533731640527,0.021035598705501618,Electra,γάρ
παλαίω,2,2.0,11.0,0.0,1.5059575332352808,0.0,5.0,8034,0.0,0.0,0.00024894199651481205,0.0006223549912870301,0.0013691809808314662,Electra,παλαίω
Ἄργος,1,1.0,6.0,0.0,1.0157146861576452,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0007468259895444362,Electra,ἄργος
ποθέω,2,2.0,8.0,0.0,1.4349748594149123,0.0,5.0,8034,0.0,0.0,0.00024894199651481205,0.0006223549912870301,0.0009957679860592482,Electra,ποθέω
ὅδε,147,147.0,190.0,110.0,11.830056794294935,124.0,170.0,8034,0.013691809808314663,0.015434403783918346,0.018297236743838687,0.021160069703759023,0.023649489668907144,Electra,ὅδε
οἰστροπλήξ,1,1.0,5.0,0.0,1.0444515885760914,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,οἰστροπλήξ
ἄλσος,2,2.0,7.0,0.0,1.400622809947152,0.0,5.0,8034,0.0,0.0,0.00024894199651481205,0.0006223549912870301,0.0008712969878018422,Electra,ἄλσος
Ἴναχος,1,1.0,5.0,0.0,0.9725513579529587,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,ἴναχος
Κόρα,4,4.0,12.0,0.0,2.038817114106909,0.0,8.0,8034,0.0,0.0,0.0004978839930296241,0.0009957679860592482,0.0014936519790888724,Electra,κόρα
οὗτος,92,92.0,133.0,59.0,9.733223123284104,73.0,111.0,8034,0.007343788897186955,0.00908638287279064,0.011451331839681354,0.013816280806572068,0.016554642768235,Electra,οὗτος
δέ,175,175.0,219.0,134.0,13.166876598519458,149.0,201.0,8034,0.016679113766492407,0.018546178740353497,0.021782424695046054,0.02501867064973861,0.02725914861837192,Electra,δέ
Ὀρέστης,26,26.0,45.0,11.0,5.002331524331497,16.0,36.0,8034,0.0013691809808314662,0.0019915359721184964,0.003236245954692557,0.004480955937266617,0.005601194921583271,Electra,ὀρέστης
λυκοκτόνος,1,1.0,5.0,0.0,1.022925033604919,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,λυκοκτόνος
θεάομαι,1,1.0,5.0,0.0,0.9821605574646951,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,θεάομαι
ἀγορά,1,1.0,6.0,0.0,1.0304252635568598,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0007468259895444362,Electra,ἀγορά
λύκειος,1,1.0,6.0,0.0,1.0317748982018513,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0007468259895444362,Electra,λύκειος
ἕξ,1,1.0,5.0,0.0,1.0078572437484505,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,ἕξ
ἀριστερός,1,1.0,5.0,0.0,0.9979259210262774,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,ἀριστερός
Ἥρα,1,1.0,4.0,0.0,0.990830084194185,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0004978839930296241,Electra,ἥρα
κλεινός,5,5.0,14.0,0.0,2.202356834024774,1.0,9.0,8034,0.0,0.00012447099825740602,0.0006223549912870301,0.0011202389843166542,0.0017425939756036844,Electra,κλεινός
ναός,1,1.0,7.0,0.0,1.040322896158557,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0008712969878018422,Electra,ναός
ἕ,17,17.0,31.0,6.0,4.122832067371197,9.0,25.0,8034,0.0007468259895444362,0.0011202389843166542,0.0021160069703759026,0.0031117749564351506,0.0038586009459795866,Electra,ἕ
ἱκάνω,2,2.0,8.0,0.0,1.4247302003734403,0.0,5.0,8034,0.0,0.0,0.00024894199651481205,0.0006223549912870301,0.0009957679860592482,Electra,ἱκάνω
φάσκω,2,2.0,7.0,0.0,1.434567536222682,0.0,5.0,8034,0.0,0.0,0.00024894199651481205,0.0006223549912870301,0.0008712969878018422,Electra,φάσκω
Μυκήνη,1,1.0,5.0,0.0,0.9843774687583016,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,μυκήνη
πολύχρυσος,1,1.0,5.0,0.0,1.0143367886846661,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,πολύχρυσος
ὁράω,20,20.0,36.0,6.0,4.38164115609428,11.0,29.0,8034,0.0007468259895444362,0.0013691809808314662,0.0024894199651481204,0.0036096589494647746,0.004480955937266617,Electra,ὁράω
πολύφθορος,1,1.0,5.0,0.0,0.9750770353029676,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,πολύφθορος
σύ,128,129.0,168.0,93.0,11.20349025108666,107.0,151.0,8034,0.01157580283793876,0.013318396813542445,0.01593228777694797,0.01879512073686831,0.020911127707244213,Electra,σύ
δῶμα,4,4.0,12.0,0.0,1.9263154748616096,0.0,8.0,8034,0.0,0.0,0.0004978839930296241,0.0009957679860592482,0.0014936519790888724,Electra,δῶμα
ὅθεν,1,1.0,6.0,0.0,0.9891771977110716,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0007468259895444362,Electra,ὅθεν
πατήρ,57,57.0,82.0,33.0,7.521201202764591,42.0,72.0,8034,0.004107542942494399,0.005227781926811053,0.007094846900672144,0.008961911874533234,0.010206621857107294,Electra,πατήρ
ἐκ,29,29.0,45.0,15.0,5.26386072861258,19.0,39.0,8034,0.0018670649738610904,0.0023649489668907146,0.0036096589494647746,0.0048543689320388345,0.005601194921583271,Electra,ἐκ
φόνος,9,9.0,20.0,2.0,2.9954924511630847,3.0,15.0,8034,0.00024894199651481205,0.0003734129947722181,0.0011202389843166542,0.0018670649738610904,0.0024894199651481204,Electra,φόνος
ἐγώ,246,245.0,293.0,200.0,15.689450122768648,214.0,276.0,8034,0.024894199651481205,0.02663679362708489,0.030619865571321882,0.03435399551904406,0.036470002489419964,Electra,ἐγώ
πρός,46,46.0,69.0,26.0,6.65944725650994,33.0,59.0,8034,0.003236245954692557,0.004107542942494399,0.005725665919840677,0.007343788897186955,0.008588498879761016,Electra,πρός
σής,20,20.0,33.0,8.0,4.4621890221202944,11.0,29.0,8034,0.0009957679860592482,0.0013691809808314662,0.0024894199651481204,0.0036096589494647746,0.004107542942494399,Electra,σής
ὅμαιμος,3,3.0,11.0,0.0,1.6943592142320787,0.0,6.0,8034,0.0,0.0,0.0003734129947722181,0.0007468259895444362,0.0013691809808314662,Electra,ὅμαιμος
καί,129,129.0,170.0,97.0,11.106434491450761,107.0,151.0,8034,0.012073686830968385,0.013318396813542445,0.016056758775205376,0.01879512073686831,0.021160069703759023,Electra,καί
κασιγνήτη,4,4.0,12.0,0.0,2.048730997788314,0.0,8.0,8034,0.0,0.0,0.0004978839930296241,0.0009957679860592482,0.0014936519790888724,Electra,κασιγνήτη
λαβή,3,3.0,9.0,0.0,1.7236099236286524,0.0,6.0,8034,0.0,0.0,0.0003734129947722181,0.0007468259895444362,0.0011202389843166542,Electra,λαβή
φέρω,23,23.0,40.0,11.0,4.589243167141271,14.0,32.0,8034,0.0013691809808314662,0.0017425939756036844,0.0028628329599203386,0.003983071944236993,0.004978839930296241,Electra,φέρω
ἐκσῴζω,2,2.0,8.0,0.0,1.4163107229474978,0.0,5.0,8034,0.0,0.0,0.00024894199651481205,0.0006223549912870301,0.0009957679860592482,Electra,ἐκσῴζω
ἐκτρέφω,1,1.0,5.0,0.0,0.9524562074829621,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0006223549912870301,Electra,ἐκτρέφω
τοσόσδε,3,3.0,11.0,0.0,1.6819099794047179,0.0,6.0,8034,0.0,0.0,0.0003734129947722181,0.0007468259895444362,0.0013691809808314662,Electra,τοσόσδε
εἰς,9,9.0,22.0,0.0,3.1041746245822095,3.0,15.0,8034,0.0,0.0003734129947722181,0.0011202389843166542,0.0018670649738610904,0.0027383619616629324,Electra,εἰς
Ἥβη,1,1.0,7.0,0.0,0.9700397017529865,0.0,3.0,8034,0.0,0.0,0.00012447099825740602,0.0003734129947722181,0.0008712969878018422,Electra,ἥβη
τιμωρός,3,3.0,11.0,0.0,1.8054573724340113,0.0,7.0,8034,0.0,0.0,0.0003734129947722181,0.0008712969878018422,0.0013691809808314662,Electra,τιμωρός
οὖν,19,19.0,34.0,7.0,4.377334228163865,10.0,28.0,8034,0.0008712969878018422,0.0012447099825740602,0.0023649489668907146,0.0034851879512073688,0.004232013940751805,Electra,οὖν
φίλτατος,19,19.0,37.0,5.0,4.122164935594372,11.0,27.0,8034,0.0006223549912870301,0.0013691809808314662,0.0023649489668907146,0.0033607169529499626,0.004605426935524023,Electra,φίλτατος
ξένη,11,11.0,22.0,1.0,3.238244859523407,5.0,17.0,8034,0.00012447099825740602,0.0006223549912870301,0.0013691809808314662,0.0021160069703759026,0.0027383619616629324,Electra,ξένη
τίς,96,96.0,130.0,69.0,9.972693286600736,76.0,116.0,8034,0.008588498879761016,0.009459795867562858,0.01194921583271098,0.014438635797859098,0.016181229773462782,Electra,τίς
χράω,9,9.0,20.0,1.0,3.070720546602161,3.0,15.0,8034,0.00012447099825740602,0.0003734129947722181,0.0011202389843166542,0.0018670649738610904,0.0024894199651481204,Electra,χράω
δράω,22,22.0,35.0,9.0,4.576545119931107,13.0,31.0,8034,0.0011202389843166542,0.0016181229773462784,0.0027383619616629324,0.0038586009459795866,0.0043564849390092105,Electra,δράω
