lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_min
Μοῦσαι,1,1.0,5.0,0.0,0.9904499023125921,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,μοῦσαι
χορός,1,1.0,5.0,0.0,0.9841541751978851,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,χορός
χρυσήνιος,1,1.0,6.0,0.0,1.0230139014487734,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,χρυσήνιος
Ἀφροδίτη,1,1.0,7.0,0.0,0.9458115248607598,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0006923837784371909,Oedipus Colonus,ἀφροδίτη
Ἀσία,1,1.0,6.0,0.0,1.027929647709103,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,ἀσία
ἐπακούω,1,1.0,6.0,0.0,1.022251926385559,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,ἐπακούω
Δωρίδι,1,1.0,5.0,0.0,0.9444236676068949,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,δωρίδι
νῆσος,1,1.0,6.0,0.0,0.9924590797483989,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,νῆσος
Πέλοψ,1,1.0,6.0,0.0,0.994484288965384,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,πέλοψ
πώποτε,1,1.0,5.0,0.0,0.9843663052832625,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,πώποτε
βλαστὸν,1,1.0,5.0,0.0,1.013114800208543,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,βλαστὸν
φύτευμ,1,1.0,6.0,0.0,1.0143367886846684,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,φύτευμ
ἀχείρωτος,1,1.0,5.0,0.0,0.9863666057400091,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἀχείρωτος
αὐτόποιον,1,1.0,6.0,0.0,1.0139358628956356,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,αὐτόποιον
ἐγχέω,1,1.0,5.0,0.0,0.9934541000725887,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἐγχέω
φόβημα,1,1.0,6.0,0.0,1.0177446613980297,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,φόβημα
δάιος,2,2.0,7.0,0.0,1.4113964574278737,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0006923837784371909,Oedipus Colonus,δάιος
γλαυκός,1,1.0,5.0,0.0,0.9906183297944179,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,γλαυκός
παιδότροφος,1,1.0,6.0,0.0,1.0351234320024458,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,παιδότροφος
φύλλον,1,1.0,6.0,0.0,0.9782632575125098,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,φύλλον
συνναίω,1,1.0,5.0,0.0,0.9974723299174966,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,συνναίω
ἁλιόω,1,1.0,6.0,0.0,1.0146509170727045,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,ἁλιόω
πέρθω,1,1.0,5.0,0.0,0.9977977749025083,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,πέρθω
κύκλος,1,1.0,5.0,0.0,0.9711605671323623,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,κύκλος
μόριος,1,1.0,5.0,0.0,0.9949553075068542,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,μόριος
γλαυκῶπις,1,1.0,5.0,0.0,0.9600917788296159,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,γλαυκῶπις
Ἀθήνη,2,2.0,8.0,0.0,1.4063783629948567,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.000791295746785361,Oedipus Colonus,ἀθήνη
αἶνος,1,1.0,5.0,0.0,0.9777729593519915,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,αἶνος
μητρόπολις,1,1.0,7.0,0.0,0.9740150382336469,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0006923837784371909,Oedipus Colonus,μητρόπολις
αὔχημα,1,1.0,5.0,0.0,1.0063673408727216,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,αὔχημα
εὔπωλος,1,1.0,5.0,0.0,1.041400731954561,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,εὔπωλος
εὐθάλασσος,1,1.0,7.0,0.0,0.9658566771934257,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0006923837784371909,Oedipus Colonus,εὐθάλασσος
Κρόνος,1,1.0,6.0,0.0,0.9987994791750734,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,κρόνος
ἵζω,1,1.0,5.0,0.0,0.9675938002270174,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἵζω
αὔχημ,1,1.0,5.0,0.0,1.0245000730114155,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,αὔχημ
Ποσειδάν,1,1.0,6.0,0.0,1.005854987433199,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,ποσειδάν
ἵππος,1,1.0,6.0,0.0,0.9795919556633751,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,ἵππος
ἀκεστήρ,1,1.0,5.0,0.0,0.9858823641611851,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἀκεστήρ
χαλινός,2,2.0,7.0,0.0,1.435931788038726,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0006923837784371909,Oedipus Colonus,χαλινός
κτίζω,1,1.0,6.0,0.0,1.0465651920920669,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,κτίζω
ἀγυιά,1,1.0,6.0,0.0,1.0002357364499304,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,ἀγυιά
εὐήρετμος,1,1.0,5.0,0.0,1.0076827751949358,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,εὐήρετμος
ἔκπαγλ,1,1.0,5.0,0.0,0.9885953061393127,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἔκπαγλ
ἅλιος,2,2.0,9.0,0.0,1.4219690587336875,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0008902077151335311,Oedipus Colonus,ἅλιος
παράπτω,1,1.0,5.0,0.0,1.0087202206342876,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,παράπτω
πλάτη,1,1.0,5.0,0.0,1.0086122650943279,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,πλάτη
θρῴσκω,1,1.0,5.0,0.0,0.9429140539237462,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,θρῴσκω
ἑκατόμπους,1,1.0,7.0,0.0,0.9905073927563117,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0006923837784371909,Oedipus Colonus,ἑκατόμπους
Νηρῄδων,1,1.0,5.0,0.0,0.9971317507088688,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,νηρῄδων
ἀκόλουθος,1,1.0,5.0,0.0,0.9803575363615554,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἀκόλουθος
ἔπαινος,2,2.0,6.0,0.0,1.3413794024431298,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0005934718100890207,Oedipus Colonus,ἔπαινος
εὐλογέω,1,1.0,6.0,0.0,1.009932688828343,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,εὐλογέω
λαμπρός,2,2.0,7.0,0.0,1.3830947360723547,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0006923837784371909,Oedipus Colonus,λαμπρός
