lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_min
ἀγορά,1,1.0,6.0,0.0,1.030425263556857,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,ἀγορά
λύκειος,1,1.0,6.0,0.0,1.032238578777447,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,λύκειος
ἐκ,47,47.0,70.0,26.0,7.184571520422635,33.0,61.0,8048,0.0032306163021868788,0.004100397614314116,0.0058399602385685884,0.007579522862823061,0.008697813121272366,Electra,ἐκ
ἀριστερός,1,1.0,5.0,0.0,0.9984143272365295,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,ἀριστερός
Ἥρα,1,1.0,4.0,0.0,0.9898505926674964,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0004970178926441351,Electra,ἥρα
κλεινός,5,5.0,14.0,0.0,2.262245399101152,1.0,9.0,8048,0.0,0.00012425447316103378,0.000621272365805169,0.0011182902584493041,0.0017395626242544733,Electra,κλεινός
ναός,1,1.0,7.0,0.0,1.0403228961585556,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0008697813121272366,Electra,ναός
ἕ,4,4.0,13.0,0.0,1.9989907543468128,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0016153081510934394,Electra,ἕ
ἱκάνω,2,2.0,9.0,0.0,1.3974573742648169,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0011182902584493041,Electra,ἱκάνω
φάσκω,2,2.0,7.0,0.0,1.376819656902225,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0008697813121272366,Electra,φάσκω
Μυκήνη,1,1.0,5.0,0.0,0.9843774687582942,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,μυκήνη
πολύχρυσος,1,1.0,5.0,0.0,1.013854082153888,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,πολύχρυσος
ὁράω,28,28.0,51.0,11.0,5.399488080223114,17.0,39.0,8048,0.0013667992047713719,0.0021123260437375746,0.0034791252485089465,0.004845924453280318,0.006336978131212724,Electra,ὁράω
πολύφθορος,1,1.0,5.0,0.0,0.9750770353029697,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,πολύφθορος
τε,34,34.0,57.0,17.0,5.678715012729922,23.0,45.0,8048,0.0021123260437375746,0.0028578528827037774,0.004224652087475149,0.005591451292246521,0.007082504970178927,Electra,τε
δῶμα,3,3.0,10.0,0.0,1.7644898909952862,0.0,6.0,8048,0.0,0.0,0.0003727634194831014,0.0007455268389662028,0.001242544731610338,Electra,δῶμα
Πελοπίδης,2,2.0,7.0,0.0,1.4398218337999036,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0008697813121272366,Electra,πελοπίδης
